# Genes with >= 50% unmappable exonic bases (k100 unique mappability)
# Input: k100.Unique.Mappability.bb
# GTF: gencode.v48.annotation.filtered_pc_withCDS.gtf
# Total genes scored: 20096
# Genes flagged for removal: 494
# gene_id	frac_unmappable
ENSG00000185304	0.8702
ENSG00000185829	0.6442
ENSG00000185864	0.7468
ENSG00000185894	1.0000
ENSG00000185960	1.0000
ENSG00000185973	0.6321
ENSG00000186092	0.6769
ENSG00000186399	0.8020
ENSG00000186562	0.6711
ENSG00000186572	0.9177
ENSG00000186579	0.8958
ENSG00000186599	0.8723
ENSG00000186645	0.5762
ENSG00000186788	0.6344
ENSG00000187082	0.8861
ENSG00000187191	0.9653
ENSG00000187243	1.0000
ENSG00000187559	0.5915
ENSG00000187627	0.8556
ENSG00000187733	0.9527
ENSG00000188120	1.0000
ENSG00000188199	0.7534
ENSG00000189090	0.5710
ENSG00000189152	1.0000
ENSG00000189357	0.6992
ENSG00000189409	0.7190
ENSG00000196240	0.5195
ENSG00000196275	0.5726
ENSG00000196369	0.7659
ENSG00000196427	0.5010
ENSG00000196433	1.0000
ENSG00000196550	0.6801
ENSG00000196589	0.6516
ENSG00000196834	0.5199
ENSG00000196873	0.8175
ENSG00000196993	0.7963
ENSG00000197976	1.0000
ENSG00000198021	1.0000
ENSG00000198064	0.8459
ENSG00000198129	1.0000
ENSG00000198156	0.5762
ENSG00000198223	1.0000
ENSG00000198420	0.5220
ENSG00000198695	1.0000
ENSG00000198712	1.0000
ENSG00000198727	1.0000
ENSG00000198763	1.0000
ENSG00000198786	1.0000
ENSG00000198804	1.0000
ENSG00000198840	1.0000
ENSG00000198886	1.0000
ENSG00000198888	1.0000
ENSG00000198899	1.0000
ENSG00000198938	1.0000
ENSG00000198960	0.5298
ENSG00000203661	0.7648
ENSG00000203811	1.0000
ENSG00000203852	1.0000
ENSG00000203926	1.0000
ENSG00000203989	0.7319
ENSG00000204174	0.6311
ENSG00000204176	0.6296
ENSG00000204379	1.0000
ENSG00000204382	1.0000
ENSG00000204388	0.5840
ENSG00000204389	0.5995
ENSG00000204449	0.5377
ENSG00000204510	0.6071
ENSG00000204779	0.5182
ENSG00000204918	1.0000
ENSG00000204919	1.0000
ENSG00000205076	0.8202
ENSG00000205236	0.8818
ENSG00000205238	0.8801
ENSG00000205457	1.0000
ENSG00000205571	0.7558
ENSG00000205572	0.9026
ENSG00000205609	0.9204
ENSG00000205670	1.0000
ENSG00000205718	1.0000
ENSG00000205755	1.0000
ENSG00000205916	0.9756
ENSG00000205944	0.9827
ENSG00000205989	0.7636
ENSG00000206034	0.7636
ENSG00000206047	1.0000
ENSG00000206127	0.8415
ENSG00000206140	0.5945
ENSG00000212807	0.5008
ENSG00000212907	1.0000
ENSG00000213214	0.5589
ENSG00000213648	0.9168
ENSG00000214717	1.0000
ENSG00000214940	0.9503
ENSG00000214967	0.9445
ENSG00000215029	0.8915
ENSG00000215113	1.0000
ENSG00000215115	1.0000
ENSG00000215126	0.5920
ENSG00000215186	0.5045
ENSG00000215269	1.0000
ENSG00000215343	0.7893
ENSG00000215356	0.5012
ENSG00000215371	0.6984
ENSG00000215373	0.9720
ENSG00000215784	0.6628
ENSG00000216649	0.8643
ENSG00000221970	0.5183
ENSG00000222018	1.0000
ENSG00000222036	0.7000
ENSG00000222038	0.5941
ENSG00000223417	0.6968
ENSG00000223569	0.7437
ENSG00000223572	0.7069
ENSG00000223591	1.0000
ENSG00000223885	0.9513
ENSG00000224089	1.0000
ENSG00000224389	0.8528
ENSG00000224440	1.0000
ENSG00000224659	0.6132
ENSG00000224712	0.9167
ENSG00000224902	0.7843
ENSG00000225396	0.6479
ENSG00000226023	0.8906
ENSG00000226600	1.0000
ENSG00000226685	1.0000
ENSG00000226929	0.9397
ENSG00000226941	0.8972
ENSG00000227140	0.8757
ENSG00000227151	1.0000
ENSG00000227488	1.0000
ENSG00000227551	1.0000
ENSG00000227717	0.8822
ENSG00000228049	0.7027
ENSG00000228253	1.0000
ENSG00000228517	1.0000
ENSG00000228836	0.9622
ENSG00000228856	1.0000
ENSG00000228927	0.8754
ENSG00000229183	0.9970
ENSG00000229549	0.7048
ENSG00000229571	0.9449
ENSG00000229579	0.9755
ENSG00000229665	1.0000
ENSG00000229859	0.7699
ENSG00000230031	0.9081
ENSG00000230045	1.0000
ENSG00000230178	1.0000
ENSG00000230347	1.0000
ENSG00000230430	1.0000
ENSG00000230522	0.7201
ENSG00000230549	0.5304
ENSG00000230594	1.0000
ENSG00000231051	1.0000
ENSG00000231637	0.9617
ENSG00000232264	1.0000
ENSG00000232399	0.8757
ENSG00000232423	0.5527
ENSG00000232653	0.5187
ENSG00000232948	1.0000
ENSG00000233024	0.9598
ENSG00000233050	1.0000
ENSG00000233115	0.7111
ENSG00000233132	1.0000
ENSG00000233136	0.9667
ENSG00000233802	0.9085
ENSG00000233803	1.0000
ENSG00000233816	0.5044
ENSG00000233917	0.8707
ENSG00000234278	1.0000
ENSG00000234289	1.0000
ENSG00000234414	0.9370
ENSG00000235699	1.0000
ENSG00000235780	1.0000
ENSG00000235961	0.5800
ENSG00000236125	0.8682
ENSG00000236126	1.0000
ENSG00000236362	0.9582
ENSG00000236371	1.0000
ENSG00000236424	0.8200
ENSG00000236737	1.0000
ENSG00000237247	0.6568
ENSG00000237378	0.5592
ENSG00000237671	0.9733
ENSG00000237763	0.9431
ENSG00000237850	0.8994
ENSG00000237957	1.0000
ENSG00000238074	1.0000
ENSG00000238083	0.6676
ENSG00000240247	1.0000
ENSG00000241476	0.9552
ENSG00000241945	0.6801
ENSG00000242362	1.0000
ENSG00000242389	0.8460
ENSG00000242866	0.6638
ENSG00000242875	1.0000
ENSG00000243480	0.5682
ENSG00000243627	1.0000
ENSG00000243716	0.9240
ENSG00000243896	0.6552
ENSG00000244395	0.9453
ENSG00000244731	0.8528
ENSG00000248920	1.0000
ENSG00000248933	0.8475
ENSG00000249104	0.9642
ENSG00000249437	0.8180
ENSG00000249811	1.0000
ENSG00000249931	0.7186
ENSG00000250745	1.0000
ENSG00000250844	0.8544
ENSG00000250913	0.6044
ENSG00000251158	0.8939
ENSG00000254852	0.7964
ENSG00000255251	0.9597
ENSG00000255378	0.9603
ENSG00000255524	0.5992
ENSG00000256671	1.0000
ENSG00000256977	1.0000
ENSG00000257207	0.9066
ENSG00000258992	0.5845
ENSG00000260287	0.9806
ENSG00000260596	0.7865
ENSG00000260691	0.5709
ENSG00000261052	0.9199
ENSG00000261247	0.7036
ENSG00000261509	1.0000
ENSG00000261740	0.9421
ENSG00000262461	1.0000
ENSG00000263513	0.7545
ENSG00000264230	0.5250
ENSG00000264343	0.7409
ENSG00000264717	0.6321
ENSG00000267978	0.7961
ENSG00000268009	0.9334
ENSG00000268221	0.8403
ENSG00000268235	0.7973
ENSG00000268350	0.7362
ENSG00000268447	0.8966
ENSG00000268606	1.0000
ENSG00000268651	1.0000
ENSG00000268738	0.8993
ENSG00000268916	0.5983
ENSG00000268940	0.6743
ENSG00000268994	1.0000
ENSG00000269096	0.7513
ENSG00000269226	0.8680
ENSG00000269335	0.5466
ENSG00000269405	0.9487
ENSG00000269433	1.0000
ENSG00000269437	0.9509
ENSG00000269502	0.9456
ENSG00000269791	0.9366
ENSG00000270249	0.6762
ENSG00000270276	1.0000
ENSG00000270601	0.5515
ENSG00000270629	0.7630
ENSG00000270882	1.0000
ENSG00000270946	1.0000
ENSG00000271079	0.8798
ENSG00000271321	0.8052
ENSG00000271383	0.7929
ENSG00000271425	0.7565
ENSG00000271449	1.0000
ENSG00000271567	1.0000
ENSG00000273513	0.9708
ENSG00000273514	0.7397
ENSG00000273520	1.0000
ENSG00000273696	1.0000
ENSG00000273756	0.9188
ENSG00000273976	0.8804
ENSG00000274183	0.6627
ENSG00000274226	0.9620
ENSG00000274252	0.6787
ENSG00000274274	0.7968
ENSG00000274419	0.9420
ENSG00000274512	0.9130
ENSG00000274570	0.7999
ENSG00000274600	0.9384
ENSG00000274611	0.9384
ENSG00000274808	0.5107
ENSG00000274933	0.8811
ENSG00000275034	1.0000
ENSG00000275113	0.7519
ENSG00000275520	1.0000
ENSG00000275793	0.6357
ENSG00000275954	0.6904
ENSG00000275969	0.7246
ENSG00000275976	1.0000
ENSG00000276040	0.8425
ENSG00000276581	0.9531
ENSG00000277058	0.8350
ENSG00000277150	1.0000
ENSG00000277322	0.5520
ENSG00000277745	1.0000
ENSG00000277858	1.0000
ENSG00000277865	0.6142
ENSG00000278057	0.8948
ENSG00000278085	1.0000
ENSG00000278289	0.8942
ENSG00000278299	0.9192
ENSG00000278558	0.5004
ENSG00000278599	0.8477
ENSG00000278646	1.0000
ENSG00000278803	0.7444
ENSG00000278848	1.0000
ENSG00000279169	0.5442
ENSG00000279782	1.0000
ENSG00000280267	0.8623
ENSG00000283093	1.0000
ENSG00000283378	0.7807
ENSG00000283463	0.5072
ENSG00000283528	0.9771
ENSG00000283594	0.6523
ENSG00000283697	0.5088
ENSG00000283873	0.8230
ENSG00000283988	0.7538
ENSG00000284042	0.6683
ENSG00000284209	0.9450
ENSG00000284234	1.0000
ENSG00000284283	0.5745
ENSG00000284337	0.9539
ENSG00000284356	1.0000
ENSG00000284439	0.5762
ENSG00000284465	1.0000
ENSG00000284662	1.0000
ENSG00000284733	1.0000
ENSG00000284772	0.8165
ENSG00000284800	0.9230
ENSG00000284981	0.5578
ENSG00000285437	0.6076
ENSG00000285607	0.8581
ENSG00000285620	1.0000
ENSG00000285657	1.0000
ENSG00000285720	1.0000
ENSG00000285765	0.7670
ENSG00000285814	0.8516
ENSG00000285913	1.0000
ENSG00000285937	0.7068
ENSG00000285950	0.5505
ENSG00000285975	0.9627
ENSG00000286014	1.0000
ENSG00000286019	0.6271
ENSG00000286038	0.9014
ENSG00000286137	1.0000
ENSG00000286185	0.8024
ENSG00000287839	0.5453
ENSG00000288709	1.0000
ENSG00000288722	0.7680
ENSG00000288784	0.8792
ENSG00000288825	1.0000
ENSG00000288859	1.0000
ENSG00000288867	0.7395
ENSG00000289549	0.6882
ENSG00000289604	0.9434
ENSG00000292327	1.0000
ENSG00000292332	1.0000
ENSG00000292333	1.0000
ENSG00000292334	1.0000
ENSG00000292336	1.0000
ENSG00000292338	1.0000
ENSG00000292339	1.0000
ENSG00000292343	1.0000
ENSG00000292344	1.0000
ENSG00000292345	1.0000
ENSG00000292348	1.0000
ENSG00000292354	1.0000
ENSG00000292357	1.0000
ENSG00000292358	1.0000
ENSG00000292363	1.0000
ENSG00000292366	1.0000
ENSG00000292372	1.0000
ENSG00000292373	1.0000
