# Transcripts with >= 50% unmappable exonic bases (k24 unique mappability)
# Input: k24.Unique.Mappability.bb
# GTF: gencode.v48.annotation.filtered_pc_withCDS.gtf
# Total transcripts scored: 111925
# Transcripts flagged for removal: 2923
# transcript_id	gene_id	frac_unmappable
ENST00000350437	ENSG00000013573	0.5070
ENST00000350608	ENSG00000099977	0.6140
ENST00000351071	ENSG00000099290	0.7060
ENST00000351205	ENSG00000172062	0.9689
ENST00000351436	ENSG00000178287	0.7416
ENST00000351487	ENSG00000169062	0.5615
ENST00000351581	ENSG00000181625	0.9895
ENST00000352178	ENSG00000160200	0.9822
ENST00000353245	ENSG00000164924	0.5210
ENST00000353999	ENSG00000106682	0.5617
ENST00000354514	ENSG00000277858	1.0000
ENST00000354649	ENSG00000188152	0.8751
ENST00000354811	ENSG00000174748	0.5268
ENST00000354833	ENSG00000172058	0.9836
ENST00000354869	ENSG00000079974	0.6516
ENST00000355057	ENSG00000197238	0.7738
ENST00000355203	ENSG00000197021	0.5989
ENST00000355228	ENSG00000188610	0.8832
ENST00000355237	ENSG00000197822	0.6667
ENST00000355432	ENSG00000198223	1.0000
ENST00000355602	ENSG00000198129	1.0000
ENST00000355705	ENSG00000183281	0.9492
ENST00000355727	ENSG00000186063	0.6707
ENST00000355805	ENSG00000198223	1.0000
ENST00000355951	ENSG00000198420	0.7667
ENST00000355968	ENSG00000196262	0.6051
ENST00000356026	ENSG00000189409	0.8221
ENST00000356156	ENSG00000243716	1.0000
ENST00000356200	ENSG00000008128	0.6344
ENST00000356303	ENSG00000156508	0.7180
ENST00000356521	ENSG00000172785	0.8614
ENST00000356920	ENSG00000188219	0.8266
ENST00000356950	ENSG00000197903	0.5111
ENST00000357344	ENSG00000170379	0.8849
ENST00000357367	ENSG00000182330	0.8832
ENST00000357383	ENSG00000104827	0.8746
ENST00000357495	ENSG00000139675	0.6016
ENST00000357760	ENSG00000008128	0.6059
ENST00000357763	ENSG00000257017	0.5148
ENST00000357774	ENSG00000197360	0.5415
ENST00000357796	ENSG00000196993	0.9780
ENST00000358087	ENSG00000188219	0.8114
ENST00000358144	ENSG00000106714	0.6581
ENST00000358438	ENSG00000228049	0.9438
ENST00000358604	ENSG00000136682	0.8029
ENST00000358779	ENSG00000008128	0.6015
ENST00000358944	ENSG00000242389	0.9790
ENST00000358970	ENSG00000183206	0.6706
ENST00000358993	ENSG00000198573	0.8480
ENST00000359187	ENSG00000175265	0.6825
ENST00000359286	ENSG00000196946	0.6498
ENST00000359293	ENSG00000197620	0.6684
ENST00000359342	ENSG00000104818	0.8881
ENST00000359481	ENSG00000125551	0.9877
ENST00000359512	ENSG00000182484	1.0000
ENST00000359548	ENSG00000186281	0.6624
ENST00000359594	ENSG00000196539	0.7231
ENST00000359624	ENSG00000160200	0.9805
ENST00000359758	ENSG00000164871	0.6732
ENST00000359860	ENSG00000172661	0.7097
ENST00000359887	ENSG00000184033	1.0000
ENST00000359893	ENSG00000082153	0.8074
ENST00000359901	ENSG00000196912	0.7359
ENST00000359943	ENSG00000196937	0.6212
ENST00000360134	ENSG00000187243	1.0000
ENST00000360135	ENSG00000168781	0.5654
ENST00000360151	ENSG00000183793	0.8607
ENST00000360171	ENSG00000196873	1.0000
ENST00000360260	ENSG00000205457	1.0000
ENST00000360301	ENSG00000168781	0.5765
ENST00000360423	ENSG00000213648	0.9742
ENST00000360495	ENSG00000170160	0.8442
ENST00000360524	ENSG00000170160	0.8444
ENST00000360669	ENSG00000170074	0.6073
ENST00000361017	ENSG00000168925	0.6402
ENST00000361046	ENSG00000234414	1.0000
ENST00000361111	ENSG00000164871	0.7416
ENST00000361163	ENSG00000196604	0.8462
ENST00000361227	ENSG00000198840	1.0000
ENST00000361335	ENSG00000212907	1.0000
ENST00000361381	ENSG00000198886	1.0000
ENST00000361390	ENSG00000198888	1.0000
ENST00000361432	ENSG00000119979	0.6096
ENST00000361446	ENSG00000236737	1.0000
ENST00000361453	ENSG00000198763	1.0000
ENST00000361567	ENSG00000198786	1.0000
ENST00000361575	ENSG00000198918	0.6179
ENST00000361624	ENSG00000198804	1.0000
ENST00000361655	ENSG00000102290	0.5984
ENST00000361681	ENSG00000198695	1.0000
ENST00000361739	ENSG00000198712	1.0000
ENST00000361789	ENSG00000198727	1.0000
ENST00000361851	ENSG00000228253	1.0000
ENST00000361899	ENSG00000198899	1.0000
ENST00000361910	ENSG00000198960	0.5967
ENST00000361963	ENSG00000172288	1.0000
ENST00000362074	ENSG00000264343	0.9411
ENST00000362079	ENSG00000198938	1.0000
ENST00000362095	ENSG00000099715	0.6216
ENST00000362097	ENSG00000189064	0.9176
ENST00000366089	ENSG00000138468	0.6115
ENST00000366542	ENSG00000143702	0.5961
ENST00000366543	ENSG00000143702	0.6126
ENST00000366544	ENSG00000143702	0.5590
ENST00000366813	ENSG00000163041	0.6384
ENST00000366815	ENSG00000163041	0.8075
ENST00000366816	ENSG00000163041	0.5232
ENST00000366839	ENSG00000143742	0.5019
ENST00000367123	ENSG00000171943	0.8746
ENST00000367128	ENSG00000196550	0.9141
ENST00000367129	ENSG00000196550	0.9009
ENST00000367230	ENSG00000112031	0.7581
ENST00000367231	ENSG00000112031	0.7581
ENST00000367233	ENSG00000112031	0.7384
ENST00000367424	ENSG00000244414	0.5514
ENST00000367975	ENSG00000143252	0.5245
ENST00000368341	ENSG00000125459	0.7679
ENST00000368439	ENSG00000173207	0.6217
ENST00000368494	ENSG00000153989	0.5348
ENST00000369158	ENSG00000203811	1.0000
ENST00000369159	ENSG00000288825	1.0000
ENST00000369167	ENSG00000203814	0.7724
ENST00000369168	ENSG00000150337	0.8620
ENST00000369175	ENSG00000263513	1.0000
ENST00000369227	ENSG00000271383	0.8777
ENST00000369347	ENSG00000178104	0.8953
ENST00000369349	ENSG00000178104	0.8151
ENST00000369351	ENSG00000178104	0.8192
ENST00000369354	ENSG00000178104	0.7714
ENST00000369356	ENSG00000178104	0.7726
ENST00000369373	ENSG00000162825	0.9634
ENST00000369390	ENSG00000188610	0.8752
ENST00000369423	ENSG00000124334	1.0000
ENST00000369505	ENSG00000288709	1.0000
ENST00000369585	ENSG00000126890	0.5362
ENST00000369819	ENSG00000134184	0.5380
ENST00000369929	ENSG00000166160	1.0000
ENST00000369951	ENSG00000102076	0.6659
ENST00000370040	ENSG00000186086	0.9442
ENST00000370079	ENSG00000187733	1.0000
ENST00000370080	ENSG00000174876	1.0000
ENST00000370083	ENSG00000237763	0.9888
ENST00000370278	ENSG00000221867	0.5517
ENST00000370293	ENSG00000183305	1.0000
ENST00000370416	ENSG00000171116	0.9766
ENST00000370515	ENSG00000196406	0.8695
ENST00000370518	ENSG00000203926	1.0000
ENST00000370519	ENSG00000198021	1.0000
ENST00000371388	ENSG00000131721	0.9192
ENST00000371402	ENSG00000203989	0.9268
ENST00000372321	ENSG00000188199	0.9874
ENST00000372322	ENSG00000188152	0.8168
ENST00000373088	ENSG00000102290	0.6127
ENST00000373094	ENSG00000102290	0.5845
ENST00000373097	ENSG00000102290	0.5866
ENST00000373519	ENSG00000186288	0.6567
ENST00000373521	ENSG00000184388	0.6326
ENST00000373532	ENSG00000184911	1.0000
ENST00000373533	ENSG00000184911	1.0000
ENST00000374006	ENSG00000204147	0.8402
ENST00000374007	ENSG00000204147	0.5779
ENST00000374056	ENSG00000204149	0.7321
ENST00000374094	ENSG00000172650	0.7602
ENST00000374206	ENSG00000176386	0.5362
ENST00000374293	ENSG00000242616	0.6778
ENST00000374294	ENSG00000244115	0.5477
ENST00000374312	ENSG00000204174	0.8957
ENST00000374321	ENSG00000204176	0.9493
ENST00000374323	ENSG00000204176	0.9191
ENST00000374328	ENSG00000204176	0.9309
ENST00000374362	ENSG00000172661	0.7026
ENST00000374906	ENSG00000147059	0.7030
ENST00000374910	ENSG00000186787	0.7421
ENST00000374965	ENSG00000234068	0.5504
ENST00000374974	ENSG00000238269	0.5351
ENST00000375036	ENSG00000182534	0.5451
ENST00000375299	ENSG00000169062	0.5295
ENST00000375534	ENSG00000117122	0.5381
ENST00000375600	ENSG00000204379	1.0000
ENST00000375602	ENSG00000204379	1.0000
ENST00000375613	ENSG00000204382	1.0000
ENST00000375616	ENSG00000204382	1.0000
ENST00000375626	ENSG00000154545	1.0000
ENST00000375650	ENSG00000204388	0.6992
ENST00000375651	ENSG00000204389	0.7342
ENST00000376152	ENSG00000204501	0.8456
ENST00000376189	ENSG00000232423	0.9733
ENST00000376439	ENSG00000144134	0.8299
ENST00000376940	ENSG00000171489	0.9631
ENST00000377342	ENSG00000196873	1.0000
ENST00000377344	ENSG00000196873	1.0000
ENST00000377349	ENSG00000196873	1.0000
ENST00000377384	ENSG00000147996	0.8693
ENST00000377389	ENSG00000147996	0.9258
ENST00000377391	ENSG00000215126	0.8248
ENST00000377392	ENSG00000147996	0.9060
ENST00000377395	ENSG00000147996	0.9300
ENST00000377400	ENSG00000172785	0.8622
ENST00000377413	ENSG00000184659	0.8697
ENST00000377420	ENSG00000204779	0.8588
ENST00000377447	ENSG00000172785	0.7815
ENST00000377561	ENSG00000154529	0.9098
ENST00000377647	ENSG00000204849	0.8363
ENST00000377656	ENSG00000106714	0.7577
ENST00000377659	ENSG00000106714	0.8396
ENST00000377721	ENSG00000239886	0.8876
ENST00000377930	ENSG00000204918	1.0000
ENST00000377931	ENSG00000204919	1.0000
ENST00000378115	ENSG00000213214	0.8482
ENST00000378149	ENSG00000229183	1.0000
ENST00000378626	ENSG00000205076	0.8806
ENST00000378633	ENSG00000008128	0.6078
ENST00000378638	ENSG00000008128	0.6147
ENST00000378675	ENSG00000189409	0.8350
ENST00000378763	ENSG00000205097	0.9012
ENST00000378856	ENSG00000157423	0.6160
ENST00000378943	ENSG00000198814	0.5020
ENST00000379340	ENSG00000168255	0.8942
ENST00000379442	ENSG00000205277	0.6017
ENST00000379593	ENSG00000173674	0.5699
ENST00000379786	ENSG00000205352	0.5092
ENST00000380148	ENSG00000205456	0.7410
ENST00000380276	ENSG00000160201	0.9681
ENST00000380371	ENSG00000205496	0.5701
ENST00000380596	ENSG00000261740	1.0000
ENST00000380633	ENSG00000205542	0.5717
ENST00000380635	ENSG00000205542	0.5098
ENST00000380707	ENSG00000172062	0.9501
ENST00000380729	ENSG00000183474	0.9403
ENST00000380741	ENSG00000205571	0.9689
ENST00000380742	ENSG00000205571	0.9467
ENST00000380743	ENSG00000205571	0.9501
ENST00000380750	ENSG00000205572	0.9843
ENST00000380751	ENSG00000205572	1.0000
ENST00000380876	ENSG00000205609	0.9835
ENST00000381032	ENSG00000205642	0.8409
ENST00000381059	ENSG00000182583	0.7539
ENST00000381089	ENSG00000169059	0.9015
ENST00000381177	ENSG00000002586	1.0000
ENST00000381180	ENSG00000002586	1.0000
ENST00000381184	ENSG00000002586	1.0000
ENST00000381187	ENSG00000002586	1.0000
ENST00000381192	ENSG00000002586	1.0000
ENST00000381218	ENSG00000214717	1.0000
ENST00000381222	ENSG00000214717	1.0000
ENST00000381223	ENSG00000214717	1.0000
ENST00000381229	ENSG00000196433	1.0000
ENST00000381233	ENSG00000196433	1.0000
ENST00000381241	ENSG00000196433	1.0000
ENST00000381261	ENSG00000197976	1.0000
ENST00000381297	ENSG00000182162	1.0000
ENST00000381317	ENSG00000169093	1.0000
ENST00000381333	ENSG00000169093	1.0000
ENST00000381393	ENSG00000230522	0.9117
ENST00000381394	ENSG00000205718	1.0000
ENST00000381401	ENSG00000169100	1.0000
ENST00000381469	ENSG00000185291	1.0000
ENST00000381474	ENSG00000185164	0.9404
ENST00000381497	ENSG00000183889	1.0000
ENST00000381500	ENSG00000198223	1.0000
ENST00000381509	ENSG00000198223	1.0000
ENST00000381524	ENSG00000198223	1.0000
ENST00000381529	ENSG00000198223	1.0000
ENST00000381567	ENSG00000205755	1.0000
ENST00000381575	ENSG00000185960	1.0000
ENST00000381578	ENSG00000185960	1.0000
ENST00000381625	ENSG00000167393	1.0000
ENST00000381657	ENSG00000182378	1.0000
ENST00000381689	ENSG00000184923	0.9192
ENST00000381697	ENSG00000214562	0.8933
ENST00000381698	ENSG00000216649	1.0000
ENST00000381707	ENSG00000184923	0.9441
ENST00000381722	ENSG00000224902	0.9180
ENST00000381879	ENSG00000168781	0.5748
ENST00000381885	ENSG00000168781	0.5788
ENST00000382287	ENSG00000185894	1.0000
ENST00000382296	ENSG00000205916	1.0000
ENST00000382314	ENSG00000205916	1.0000
ENST00000382365	ENSG00000187191	1.0000
ENST00000382366	ENSG00000174373	0.5368
ENST00000382389	ENSG00000172785	0.7759
ENST00000382392	ENSG00000183795	1.0000
ENST00000382393	ENSG00000172785	0.7660
ENST00000382405	ENSG00000147996	0.9242
ENST00000382407	ENSG00000172352	1.0000
ENST00000382432	ENSG00000205916	1.0000
ENST00000382433	ENSG00000205944	0.9884
ENST00000382436	ENSG00000215126	0.8115
ENST00000382440	ENSG00000205944	0.9931
ENST00000382447	ENSG00000172785	0.8243
ENST00000382449	ENSG00000205944	0.9926
ENST00000382500	ENSG00000170122	0.6214
ENST00000382575	ENSG00000205989	1.0000
ENST00000382585	ENSG00000183753	1.0000
ENST00000382639	ENSG00000242875	1.0000
ENST00000382653	ENSG00000244395	1.0000
ENST00000382656	ENSG00000206034	1.0000
ENST00000382658	ENSG00000242389	0.9797
ENST00000382659	ENSG00000242389	0.9809
ENST00000382680	ENSG00000244395	1.0000
ENST00000382689	ENSG00000240247	1.0000
ENST00000382692	ENSG00000206047	1.0000
ENST00000382707	ENSG00000234414	1.0000
ENST00000382852	ENSG00000169953	1.0000
ENST00000382856	ENSG00000172468	1.0000
ENST00000382867	ENSG00000129873	0.9765
ENST00000383000	ENSG00000229549	0.9182
ENST00000383005	ENSG00000229549	0.8989
ENST00000383008	ENSG00000233803	1.0000
ENST00000383020	ENSG00000242875	1.0000
ENST00000383042	ENSG00000168757	0.8747
ENST00000389224	ENSG00000140992	0.5886
ENST00000389362	ENSG00000121335	0.6765
ENST00000389690	ENSG00000160221	0.9769
ENST00000389698	ENSG00000174373	0.5524
ENST00000390655	ENSG00000172116	0.5215
ENST00000390665	ENSG00000167393	1.0000
ENST00000391419	ENSG00000212725	0.6546
