# Transcripts with >= 50% unmappable exonic bases (k50 unique mappability)
# Input: k50.Unique.Mappability.bb
# GTF: gencode.v48.annotation.filtered_pc_withCDS.gtf
# Total transcripts scored: 111925
# Transcripts flagged for removal: 1922
# transcript_id	gene_id	frac_unmappable
ENST00000330330	ENSG00000174876	0.9787
ENST00000330331	ENSG00000183054	1.0000
ENST00000330537	ENSG00000185164	0.8509
ENST00000330575	ENSG00000169629	0.9733
ENST00000330881	ENSG00000204510	0.7487
ENST00000330978	ENSG00000183336	1.0000
ENST00000331035	ENSG00000185291	1.0000
ENST00000331070	ENSG00000183753	1.0000
ENST00000331220	ENSG00000183305	1.0000
ENST00000331666	ENSG00000184110	0.9581
ENST00000332663	ENSG00000182974	0.6504
ENST00000332831	ENSG00000284662	1.0000
ENST00000332857	ENSG00000185775	0.5686
ENST00000333385	ENSG00000273520	1.0000
ENST00000333432	ENSG00000228049	0.7576
ENST00000333628	ENSG00000137267	0.5520
ENST00000333843	ENSG00000182315	0.8795
ENST00000334036	ENSG00000184911	1.0000
ENST00000334060	ENSG00000185960	1.0000
ENST00000334398	ENSG00000185973	0.6774
ENST00000334651	ENSG00000169084	1.0000
ENST00000334773	ENSG00000186562	0.8628
ENST00000334828	ENSG00000171314	0.6454
ENST00000334933	ENSG00000168781	0.5738
ENST00000335021	ENSG00000186572	1.0000
ENST00000335186	ENSG00000186579	1.0000
ENST00000335479	ENSG00000187082	1.0000
ENST00000335504	ENSG00000187243	1.0000
ENST00000335510	ENSG00000186599	1.0000
ENST00000336125	ENSG00000185829	0.8771
ENST00000336777	ENSG00000241476	1.0000
ENST00000337385	ENSG00000180509	0.7165
ENST00000337502	ENSG00000241476	1.0000
ENST00000337579	ENSG00000155026	0.8741
ENST00000337801	ENSG00000184945	0.5541
ENST00000338844	ENSG00000172236	0.5034
ENST00000338876	ENSG00000172468	1.0000
ENST00000338971	ENSG00000261052	0.9557
ENST00000339953	ENSG00000140839	0.6381
ENST00000340073	ENSG00000275976	1.0000
ENST00000340457	ENSG00000267368	0.7072
ENST00000340537	ENSG00000186523	0.7277
ENST00000341209	ENSG00000196550	0.8196
ENST00000341305	ENSG00000261509	1.0000
ENST00000341400	ENSG00000185864	0.8652
ENST00000341408	ENSG00000182583	0.6085
ENST00000341656	ENSG00000205238	1.0000
ENST00000341750	ENSG00000229292	0.5154
ENST00000341990	ENSG00000154529	0.5536
ENST00000342833	ENSG00000187559	0.9134
ENST00000343518	ENSG00000198062	0.6112
ENST00000344087	ENSG00000214967	1.0000
ENST00000344129	ENSG00000169551	0.5376
ENST00000344330	ENSG00000160223	0.9912
ENST00000344415	ENSG00000189152	1.0000
ENST00000344770	ENSG00000174827	0.5595
ENST00000344884	ENSG00000169953	1.0000
ENST00000345535	ENSG00000132207	0.9557
ENST00000348499	ENSG00000160221	0.8798
ENST00000350608	ENSG00000099977	0.6140
ENST00000351205	ENSG00000172062	0.9400
ENST00000351436	ENSG00000178287	0.5019
ENST00000351581	ENSG00000181625	0.9554
ENST00000352178	ENSG00000160200	0.9632
ENST00000354514	ENSG00000277858	1.0000
ENST00000354649	ENSG00000188152	0.6945
ENST00000354833	ENSG00000172058	0.9497
ENST00000355057	ENSG00000197238	0.6915
ENST00000355228	ENSG00000188610	0.7180
ENST00000355432	ENSG00000198223	1.0000
ENST00000355602	ENSG00000198129	1.0000
ENST00000355705	ENSG00000183281	0.8840
ENST00000355805	ENSG00000198223	1.0000
ENST00000355951	ENSG00000198420	0.7439
ENST00000356026	ENSG00000189409	0.7973
ENST00000356156	ENSG00000243716	1.0000
ENST00000356521	ENSG00000172785	0.6294
ENST00000356920	ENSG00000188219	0.5874
ENST00000357344	ENSG00000170379	0.7596
ENST00000357367	ENSG00000182330	0.7484
ENST00000357383	ENSG00000104827	0.5428
ENST00000357796	ENSG00000196993	0.9226
ENST00000358087	ENSG00000188219	0.5659
ENST00000358438	ENSG00000228049	0.8852
ENST00000358604	ENSG00000136682	0.6132
ENST00000358944	ENSG00000242389	0.9488
ENST00000359187	ENSG00000175265	0.5184
ENST00000359481	ENSG00000125551	0.9479
ENST00000359512	ENSG00000182484	1.0000
ENST00000359548	ENSG00000186281	0.5005
ENST00000359624	ENSG00000160200	0.9596
ENST00000359887	ENSG00000184033	1.0000
ENST00000359893	ENSG00000082153	0.5841
ENST00000360134	ENSG00000187243	1.0000
ENST00000360135	ENSG00000168781	0.5447
ENST00000360151	ENSG00000183793	0.7315
ENST00000360171	ENSG00000196873	0.9917
ENST00000360260	ENSG00000205457	1.0000
ENST00000360301	ENSG00000168781	0.5721
ENST00000360423	ENSG00000213648	0.9550
ENST00000360495	ENSG00000170160	0.6269
ENST00000360524	ENSG00000170160	0.6333
ENST00000361017	ENSG00000168925	0.6172
ENST00000361046	ENSG00000234414	1.0000
ENST00000361111	ENSG00000164871	0.5000
ENST00000361227	ENSG00000198840	1.0000
ENST00000361335	ENSG00000212907	1.0000
ENST00000361381	ENSG00000198886	1.0000
ENST00000361390	ENSG00000198888	1.0000
ENST00000361446	ENSG00000236737	1.0000
ENST00000361453	ENSG00000198763	1.0000
ENST00000361567	ENSG00000198786	1.0000
ENST00000361624	ENSG00000198804	1.0000
ENST00000361681	ENSG00000198695	1.0000
ENST00000361739	ENSG00000198712	1.0000
ENST00000361789	ENSG00000198727	1.0000
ENST00000361851	ENSG00000228253	1.0000
ENST00000361899	ENSG00000198899	1.0000
ENST00000361910	ENSG00000198960	0.5826
ENST00000361963	ENSG00000172288	1.0000
ENST00000362074	ENSG00000264343	0.8819
ENST00000362079	ENSG00000198938	1.0000
ENST00000362097	ENSG00000189064	0.7384
ENST00000366815	ENSG00000163041	0.5523
ENST00000367123	ENSG00000171943	0.6895
ENST00000367128	ENSG00000196550	0.8646
ENST00000367129	ENSG00000196550	0.7352
ENST00000367230	ENSG00000112031	0.5004
ENST00000367231	ENSG00000112031	0.5010
ENST00000368341	ENSG00000125459	0.5929
ENST00000369158	ENSG00000203811	1.0000
ENST00000369159	ENSG00000288825	1.0000
ENST00000369168	ENSG00000150337	0.5896
ENST00000369175	ENSG00000263513	1.0000
ENST00000369227	ENSG00000271383	0.7670
ENST00000369347	ENSG00000178104	0.7819
ENST00000369349	ENSG00000178104	0.6237
ENST00000369351	ENSG00000178104	0.6298
ENST00000369373	ENSG00000162825	0.9169
ENST00000369390	ENSG00000188610	0.7095
ENST00000369423	ENSG00000124334	1.0000
ENST00000369505	ENSG00000288709	1.0000
ENST00000369929	ENSG00000166160	1.0000
ENST00000369951	ENSG00000102076	0.5161
ENST00000370040	ENSG00000186086	0.8668
ENST00000370079	ENSG00000187733	0.9859
ENST00000370080	ENSG00000174876	0.9787
ENST00000370083	ENSG00000237763	0.9742
ENST00000370293	ENSG00000183305	1.0000
ENST00000370416	ENSG00000171116	0.9501
ENST00000370515	ENSG00000196406	0.5000
ENST00000370518	ENSG00000203926	1.0000
ENST00000370519	ENSG00000198021	1.0000
ENST00000371388	ENSG00000131721	0.8051
ENST00000371402	ENSG00000203989	0.8512
ENST00000372321	ENSG00000188199	0.9534
ENST00000372322	ENSG00000188152	0.5794
ENST00000373519	ENSG00000186288	0.6321
ENST00000373521	ENSG00000184388	0.6187
ENST00000373532	ENSG00000184911	1.0000
ENST00000373533	ENSG00000184911	1.0000
ENST00000374006	ENSG00000204147	0.7136
ENST00000374312	ENSG00000204174	0.7806
ENST00000374321	ENSG00000204176	0.8669
ENST00000374323	ENSG00000204176	0.8062
ENST00000374328	ENSG00000204176	0.8619
ENST00000374906	ENSG00000147059	0.5463
ENST00000374910	ENSG00000186787	0.5352
ENST00000375534	ENSG00000117122	0.5381
ENST00000375600	ENSG00000204379	1.0000
ENST00000375602	ENSG00000204379	1.0000
ENST00000375613	ENSG00000204382	1.0000
ENST00000375616	ENSG00000204382	1.0000
ENST00000375626	ENSG00000154545	1.0000
ENST00000375650	ENSG00000204388	0.6635
ENST00000375651	ENSG00000204389	0.6958
ENST00000376152	ENSG00000204501	0.6198
ENST00000376189	ENSG00000232423	0.8227
ENST00000376439	ENSG00000144134	0.6212
ENST00000376940	ENSG00000171489	0.9255
ENST00000377342	ENSG00000196873	0.9916
ENST00000377344	ENSG00000196873	0.9945
ENST00000377349	ENSG00000196873	1.0000
ENST00000377384	ENSG00000147996	0.6956
ENST00000377389	ENSG00000147996	0.7815
ENST00000377391	ENSG00000215126	0.7075
ENST00000377392	ENSG00000147996	0.7562
ENST00000377395	ENSG00000147996	0.7839
ENST00000377400	ENSG00000172785	0.6172
ENST00000377413	ENSG00000184659	0.7034
ENST00000377420	ENSG00000204779	0.6806
ENST00000377447	ENSG00000172785	0.5850
ENST00000377561	ENSG00000154529	0.7891
ENST00000377647	ENSG00000204849	0.6727
ENST00000377656	ENSG00000106714	0.5698
ENST00000377659	ENSG00000106714	0.6803
ENST00000377721	ENSG00000239886	0.5104
ENST00000377930	ENSG00000204918	1.0000
ENST00000377931	ENSG00000204919	1.0000
ENST00000378115	ENSG00000213214	0.7478
ENST00000378149	ENSG00000229183	1.0000
ENST00000378626	ENSG00000205076	0.7227
ENST00000378675	ENSG00000189409	0.8113
ENST00000378763	ENSG00000205097	0.6886
ENST00000379340	ENSG00000168255	0.7322
ENST00000380276	ENSG00000160201	0.9234
ENST00000380596	ENSG00000261740	1.0000
ENST00000380707	ENSG00000172062	0.8974
ENST00000380729	ENSG00000183474	0.7925
ENST00000380741	ENSG00000205571	0.9400
ENST00000380742	ENSG00000205571	0.8905
ENST00000380743	ENSG00000205571	0.8974
ENST00000380750	ENSG00000205572	0.9486
ENST00000380751	ENSG00000205572	1.0000
ENST00000380876	ENSG00000205609	0.9567
ENST00000381059	ENSG00000182583	0.5646
ENST00000381089	ENSG00000169059	0.6392
ENST00000381177	ENSG00000002586	1.0000
ENST00000381180	ENSG00000002586	1.0000
ENST00000381184	ENSG00000002586	1.0000
ENST00000381187	ENSG00000002586	1.0000
ENST00000381192	ENSG00000002586	1.0000
ENST00000381218	ENSG00000214717	1.0000
ENST00000381222	ENSG00000214717	1.0000
ENST00000381223	ENSG00000214717	1.0000
ENST00000381229	ENSG00000196433	1.0000
ENST00000381233	ENSG00000196433	1.0000
ENST00000381241	ENSG00000196433	1.0000
ENST00000381261	ENSG00000197976	1.0000
ENST00000381297	ENSG00000182162	1.0000
ENST00000381317	ENSG00000169093	1.0000
ENST00000381333	ENSG00000169093	1.0000
ENST00000381393	ENSG00000230522	0.8462
ENST00000381394	ENSG00000205718	1.0000
ENST00000381401	ENSG00000169100	1.0000
ENST00000381469	ENSG00000185291	1.0000
ENST00000381474	ENSG00000185164	0.8514
ENST00000381497	ENSG00000183889	1.0000
ENST00000381500	ENSG00000198223	1.0000
ENST00000381509	ENSG00000198223	1.0000
ENST00000381524	ENSG00000198223	1.0000
ENST00000381529	ENSG00000198223	1.0000
ENST00000381567	ENSG00000205755	1.0000
ENST00000381575	ENSG00000185960	1.0000
ENST00000381578	ENSG00000185960	1.0000
ENST00000381625	ENSG00000167393	1.0000
ENST00000381657	ENSG00000182378	1.0000
ENST00000381689	ENSG00000184923	0.8055
ENST00000381697	ENSG00000214562	0.7750
ENST00000381698	ENSG00000216649	1.0000
ENST00000381707	ENSG00000184923	0.8316
ENST00000381722	ENSG00000224902	0.8520
ENST00000381879	ENSG00000168781	0.5684
ENST00000381885	ENSG00000168781	0.5745
ENST00000382287	ENSG00000185894	1.0000
ENST00000382296	ENSG00000205916	1.0000
ENST00000382314	ENSG00000205916	1.0000
ENST00000382365	ENSG00000187191	0.9956
ENST00000382389	ENSG00000172785	0.5490
ENST00000382392	ENSG00000183795	1.0000
ENST00000382393	ENSG00000172785	0.5292
ENST00000382405	ENSG00000147996	0.7864
ENST00000382407	ENSG00000172352	1.0000
ENST00000382432	ENSG00000205916	1.0000
ENST00000382433	ENSG00000205944	0.9775
ENST00000382436	ENSG00000215126	0.6853
ENST00000382440	ENSG00000205944	0.9867
ENST00000382447	ENSG00000172785	0.5882
ENST00000382449	ENSG00000205944	0.9858
ENST00000382575	ENSG00000205989	0.9512
ENST00000382585	ENSG00000183753	1.0000
ENST00000382639	ENSG00000242875	1.0000
ENST00000382653	ENSG00000244395	0.9680
ENST00000382656	ENSG00000206034	0.9512
ENST00000382658	ENSG00000242389	0.9504
ENST00000382659	ENSG00000242389	0.9532
ENST00000382680	ENSG00000244395	0.9714
ENST00000382689	ENSG00000240247	1.0000
ENST00000382692	ENSG00000206047	1.0000
ENST00000382707	ENSG00000234414	0.9672
ENST00000382852	ENSG00000169953	1.0000
ENST00000382856	ENSG00000172468	1.0000
ENST00000382867	ENSG00000129873	0.9500
ENST00000383000	ENSG00000229549	0.8542
ENST00000383005	ENSG00000229549	0.7956
ENST00000383008	ENSG00000233803	1.0000
ENST00000383020	ENSG00000242875	1.0000
ENST00000383042	ENSG00000168757	0.7387
ENST00000389224	ENSG00000140992	0.5157
ENST00000389690	ENSG00000160221	0.9395
ENST00000390665	ENSG00000167393	1.0000
ENST00000391419	ENSG00000212725	0.6211
ENST00000392886	ENSG00000213218	0.5127
ENST00000393166	ENSG00000144134	0.5257
ENST00000393283	ENSG00000015568	1.0000
ENST00000393304	ENSG00000172780	0.6539
ENST00000393305	ENSG00000172780	0.6562
ENST00000393307	ENSG00000172780	0.6581
ENST00000393308	ENSG00000172780	0.6597
ENST00000393465	ENSG00000176681	0.8745
ENST00000393552	ENSG00000157423	0.6645
ENST00000393701	ENSG00000157322	0.7831
ENST00000395138	ENSG00000261052	0.9548
ENST00000395244	ENSG00000155428	0.8616
ENST00000395587	ENSG00000184110	0.9611
ENST00000395727	ENSG00000204179	0.5747
ENST00000396923	ENSG00000168781	0.5775
ENST00000397797	ENSG00000206172	0.6230
ENST00000397806	ENSG00000188536	0.6121
ENST00000397827	ENSG00000166664	0.8060
ENST00000398132	ENSG00000160202	1.0000
ENST00000398133	ENSG00000160202	0.8650
ENST00000398146	ENSG00000185304	0.9402
ENST00000398158	ENSG00000160200	0.9613
ENST00000398165	ENSG00000160200	0.9619
ENST00000398193	ENSG00000187627	0.9602
ENST00000398344	ENSG00000099977	0.5504
ENST00000398462	ENSG00000164871	0.6225
ENST00000398477	ENSG00000214518	0.5211
ENST00000398578	ENSG00000214558	0.6325
ENST00000398682	ENSG00000183632	1.0000
ENST00000398729	ENSG00000169059	0.6287
ENST00000398944	ENSG00000205609	0.9587
ENST00000399012	ENSG00000182378	1.0000
ENST00000399273	ENSG00000170160	0.5881
ENST00000399286	ENSG00000180509	0.6842
ENST00000399289	ENSG00000180509	0.7755
ENST00000399292	ENSG00000205670	1.0000
ENST00000399295	ENSG00000205670	1.0000
ENST00000399299	ENSG00000205670	1.0000
ENST00000399336	ENSG00000103226	0.8935
ENST00000400079	ENSG00000232948	1.0000
ENST00000400085	ENSG00000215343	0.8718
ENST00000400120	ENSG00000215356	0.6885
ENST00000400125	ENSG00000178287	0.9715
ENST00000400154	ENSG00000215371	1.0000
ENST00000400377	ENSG00000160223	0.8967
ENST00000400379	ENSG00000160223	0.7774
ENST00000400841	ENSG00000205755	1.0000
ENST00000400889	ENSG00000215784	0.8787
ENST00000401096	ENSG00000008128	0.6956
ENST00000401522	ENSG00000166664	0.7904
ENST00000402588	ENSG00000099984	0.7471
ENST00000403107	ENSG00000169402	0.8780
ENST00000403683	ENSG00000203852	1.0000
ENST00000403754	ENSG00000099977	1.0000
ENST00000403838	ENSG00000100031	0.5024
ENST00000404077	ENSG00000169402	0.8737
ENST00000404172	ENSG00000133433	0.7094
ENST00000404406	ENSG00000155026	0.8751
ENST00000404920	ENSG00000100031	0.5586
ENST00000405239	ENSG00000188120	1.0000
ENST00000405415	ENSG00000155026	0.8790
ENST00000405679	ENSG00000227488	1.0000
ENST00000407780	ENSG00000160223	0.8524
ENST00000407834	ENSG00000185176	0.5350
ENST00000408999	ENSG00000196862	0.6104
ENST00000409310	ENSG00000183281	0.9448
ENST00000409560	ENSG00000183305	1.0000
ENST00000409602	ENSG00000222038	0.8356
ENST00000409750	ENSG00000169629	0.7978
ENST00000409795	ENSG00000183281	0.9014
ENST00000409801	ENSG00000183281	0.8463
ENST00000409886	ENSG00000153165	0.6539
ENST00000409914	ENSG00000196604	0.5603
ENST00000410005	ENSG00000222018	1.0000
ENST00000410086	ENSG00000125551	0.9100
ENST00000410108	ENSG00000177951	0.5400
ENST00000411750	ENSG00000223572	1.0000
ENST00000411858	ENSG00000146574	0.7093
ENST00000411935	ENSG00000170379	0.8286
ENST00000412290	ENSG00000198223	1.0000
ENST00000412516	ENSG00000169084	1.0000
ENST00000412718	ENSG00000214562	0.7063
ENST00000413359	ENSG00000143702	0.6172
ENST00000413453	ENSG00000223572	0.7074
ENST00000413468	ENSG00000015568	1.0000
ENST00000413505	ENSG00000079974	0.9335
ENST00000413601	ENSG00000256671	1.0000
ENST00000413620	ENSG00000269335	0.6906
ENST00000413999	ENSG00000185176	0.7577
ENST00000414303	ENSG00000243480	0.8801
ENST00000414322	ENSG00000185176	0.8606
ENST00000414771	ENSG00000112031	0.5395
ENST00000414829	ENSG00000169756	0.5376
ENST00000415041	ENSG00000227551	1.0000
ENST00000415044	ENSG00000223572	1.0000
ENST00000415337	ENSG00000182378	1.0000
ENST00000415464	ENSG00000232423	0.8227
ENST00000415508	ENSG00000205916	1.0000
ENST00000415641	ENSG00000196427	0.6701
ENST00000415833	ENSG00000243716	0.9550
ENST00000415858	ENSG00000230594	1.0000
ENST00000415919	ENSG00000204505	0.6223
ENST00000415922	ENSG00000181315	0.6909
ENST00000416357	ENSG00000180509	0.7538
ENST00000416503	ENSG00000136682	0.5958
ENST00000416841	ENSG00000179304	1.0000
ENST00000417004	ENSG00000204179	0.6473
ENST00000417085	ENSG00000168781	1.0000
ENST00000417171	ENSG00000174827	0.6063
ENST00000417256	ENSG00000226600	1.0000
ENST00000417289	ENSG00000237289	1.0000
ENST00000418185	ENSG00000174428	0.7799
ENST00000418265	ENSG00000261796	0.5657
ENST00000418406	ENSG00000169402	0.8104
ENST00000418956	ENSG00000244395	0.9631
ENST00000419165	ENSG00000158427	0.7617
ENST00000419180	ENSG00000169246	1.0000
ENST00000419187	ENSG00000266028	0.8362
ENST00000419194	ENSG00000226023	0.9291
ENST00000419275	ENSG00000236334	0.5020
ENST00000419699	ENSG00000160221	0.8976
ENST00000419782	ENSG00000189357	0.8442
ENST00000419795	ENSG00000225396	0.8639
ENST00000419982	ENSG00000226685	1.0000
ENST00000420398	ENSG00000237671	1.0000
ENST00000420765	ENSG00000168781	0.5838
ENST00000420869	ENSG00000223417	0.7050
ENST00000420911	ENSG00000271079	0.9440
ENST00000420937	ENSG00000170160	0.5637
ENST00000421285	ENSG00000215186	0.7178
ENST00000421798	ENSG00000235961	0.6470
ENST00000422085	ENSG00000183305	1.0000
ENST00000422549	ENSG00000237763	1.0000
ENST00000422680	ENSG00000269335	0.6671
ENST00000423647	ENSG00000258992	0.8480
ENST00000423661	ENSG00000224107	0.7122
ENST00000423676	ENSG00000170298	0.5425
ENST00000423678	ENSG00000243480	0.7054
ENST00000423993	ENSG00000183305	1.0000
ENST00000424340	ENSG00000243716	0.9735
ENST00000424549	ENSG00000183426	0.9559
ENST00000424594	ENSG00000228927	0.9129
ENST00000425410	ENSG00000174876	1.0000
ENST00000425520	ENSG00000225899	0.6595
ENST00000425618	ENSG00000170379	0.7966
ENST00000425700	ENSG00000224389	0.8871
ENST00000425780	ENSG00000091073	0.5442
ENST00000426000	ENSG00000188120	1.0000
ENST00000426364	ENSG00000224107	0.7474
ENST00000426406	ENSG00000284733	1.0000
ENST00000426950	ENSG00000233803	1.0000
ENST00000427178	ENSG00000144063	0.6869
ENST00000427686	ENSG00000238210	0.6899
ENST00000427803	ENSG00000160221	0.7948
ENST00000427877	ENSG00000168781	0.8007
ENST00000427997	ENSG00000153107	0.5524
ENST00000427999	ENSG00000233024	0.9871
ENST00000428054	ENSG00000173852	0.5020
ENST00000428128	ENSG00000187627	0.9701
ENST00000428649	ENSG00000275969	0.9072
ENST00000428650	ENSG00000242866	0.7824
ENST00000428845	ENSG00000236424	0.8751
ENST00000428956	ENSG00000244731	0.8911
ENST00000428981	ENSG00000237289	1.0000
ENST00000429039	ENSG00000168757	0.6496
ENST00000429176	ENSG00000168781	1.0000
ENST00000429181	ENSG00000182378	1.0000
ENST00000429667	ENSG00000232399	0.9385
ENST00000429800	ENSG00000147996	0.8412
ENST00000429828	ENSG00000188199	0.8630
ENST00000429905	ENSG00000284800	0.9668
ENST00000429984	ENSG00000228570	0.6588
ENST00000430013	ENSG00000160200	0.8816
ENST00000430059	ENSG00000147996	0.7899
ENST00000430101	ENSG00000099977	1.0000
ENST00000430211	ENSG00000178809	0.8441
ENST00000430419	ENSG00000166160	1.0000
ENST00000430448	ENSG00000224089	1.0000
ENST00000430736	ENSG00000015568	1.0000
ENST00000430923	ENSG00000182378	1.0000
ENST00000431227	ENSG00000186523	0.7059
ENST00000431655	ENSG00000196550	0.8081
ENST00000431962	ENSG00000168781	1.0000
ENST00000431993	ENSG00000283697	0.6982
ENST00000432085	ENSG00000180509	0.7770
ENST00000432134	ENSG00000206140	0.7131
ENST00000432305	ENSG00000051596	0.6402
ENST00000432318	ENSG00000198223	1.0000
ENST00000432436	ENSG00000242866	0.9566
ENST00000432523	ENSG00000196433	1.0000
ENST00000432606	ENSG00000015568	1.0000
ENST00000432757	ENSG00000185291	1.0000
ENST00000433030	ENSG00000236371	1.0000
ENST00000433039	ENSG00000183246	0.9662
ENST00000433083	ENSG00000111752	0.5569
ENST00000433458	ENSG00000158517	0.5051
ENST00000434041	ENSG00000228696	0.9975
ENST00000434307	ENSG00000178287	0.6371
ENST00000434505	ENSG00000223572	0.7403
ENST00000434739	ENSG00000140478	0.8612
ENST00000434815	ENSG00000234278	1.0000
ENST00000434883	ENSG00000228517	1.0000
ENST00000435324	ENSG00000233232	0.8300
ENST00000435358	ENSG00000189409	0.8627
ENST00000435363	ENSG00000224389	0.8911
ENST00000435395	ENSG00000169402	0.6874
ENST00000435397	ENSG00000233917	0.9621
ENST00000436041	ENSG00000274764	0.6148
ENST00000436228	ENSG00000173678	1.0000
ENST00000436583	ENSG00000158427	1.0000
