# Transcripts with >= 50% unmappable exonic bases (k100 unique mappability)
# Input: k100.Unique.Mappability.bb
# GTF: gencode.v48.annotation.filtered_pc_withCDS.gtf
# Total transcripts scored: 111925
# Transcripts flagged for removal: 1423
# transcript_id	gene_id	frac_unmappable
ENST00000361046	ENSG00000234414	0.9953
ENST00000361227	ENSG00000198840	1.0000
ENST00000361335	ENSG00000212907	1.0000
ENST00000361381	ENSG00000198886	1.0000
ENST00000361390	ENSG00000198888	1.0000
ENST00000361446	ENSG00000236737	1.0000
ENST00000361453	ENSG00000198763	1.0000
ENST00000361567	ENSG00000198786	1.0000
ENST00000361624	ENSG00000198804	1.0000
ENST00000361681	ENSG00000198695	1.0000
ENST00000361739	ENSG00000198712	1.0000
ENST00000361789	ENSG00000198727	1.0000
ENST00000361851	ENSG00000228253	1.0000
ENST00000361899	ENSG00000198899	1.0000
ENST00000361910	ENSG00000198960	0.5554
ENST00000361963	ENSG00000172288	1.0000
ENST00000362074	ENSG00000264343	0.7432
ENST00000362079	ENSG00000198938	1.0000
ENST00000367128	ENSG00000196550	0.7407
ENST00000369158	ENSG00000203811	1.0000
ENST00000369159	ENSG00000288825	1.0000
ENST00000369175	ENSG00000263513	1.0000
ENST00000369227	ENSG00000271383	0.6324
ENST00000369347	ENSG00000178104	0.6288
ENST00000369373	ENSG00000162825	0.8280
ENST00000369423	ENSG00000124334	1.0000
ENST00000369505	ENSG00000288709	1.0000
ENST00000369929	ENSG00000166160	1.0000
ENST00000370040	ENSG00000186086	0.6895
ENST00000370079	ENSG00000187733	0.9400
ENST00000370080	ENSG00000174876	0.9547
ENST00000370083	ENSG00000237763	0.9417
ENST00000370293	ENSG00000183305	1.0000
ENST00000370416	ENSG00000171116	0.8991
ENST00000370518	ENSG00000203926	1.0000
ENST00000370519	ENSG00000198021	1.0000
ENST00000371388	ENSG00000131721	0.6629
ENST00000371402	ENSG00000203989	0.7319
ENST00000372321	ENSG00000188199	0.8786
ENST00000373521	ENSG00000184388	0.5082
ENST00000373532	ENSG00000184911	0.9664
ENST00000373533	ENSG00000184911	0.9645
ENST00000374006	ENSG00000204147	0.7152
ENST00000374312	ENSG00000204174	0.6311
ENST00000374321	ENSG00000204176	0.7240
ENST00000374323	ENSG00000204176	0.6240
ENST00000374328	ENSG00000204176	0.6627
ENST00000375534	ENSG00000117122	0.5082
ENST00000375600	ENSG00000204379	1.0000
ENST00000375602	ENSG00000204379	1.0000
ENST00000375613	ENSG00000204382	1.0000
ENST00000375616	ENSG00000204382	1.0000
ENST00000375626	ENSG00000154545	1.0000
ENST00000375650	ENSG00000204388	0.5840
ENST00000375651	ENSG00000204389	0.6125
ENST00000376189	ENSG00000232423	0.5395
ENST00000376940	ENSG00000171489	0.8532
ENST00000377342	ENSG00000196873	0.9069
ENST00000377344	ENSG00000196873	0.9123
ENST00000377349	ENSG00000196873	0.9052
ENST00000377389	ENSG00000147996	0.5246
ENST00000377391	ENSG00000215126	0.5795
ENST00000377395	ENSG00000147996	0.5284
ENST00000377420	ENSG00000204779	0.5182
ENST00000377561	ENSG00000154529	0.6270
ENST00000377659	ENSG00000106714	0.5983
ENST00000377930	ENSG00000204918	1.0000
ENST00000377931	ENSG00000204919	1.0000
ENST00000378115	ENSG00000213214	0.5688
ENST00000378149	ENSG00000229183	0.9957
ENST00000378626	ENSG00000205076	0.7004
ENST00000378675	ENSG00000189409	0.6982
ENST00000379340	ENSG00000168255	0.5325
ENST00000380276	ENSG00000160201	0.7287
ENST00000380596	ENSG00000261740	1.0000
ENST00000380707	ENSG00000172062	0.8300
ENST00000380729	ENSG00000183474	0.6531
ENST00000380741	ENSG00000205571	0.9133
ENST00000380742	ENSG00000205571	0.8184
ENST00000380743	ENSG00000205571	0.8300
ENST00000380750	ENSG00000205572	0.8962
ENST00000380751	ENSG00000205572	1.0000
ENST00000380876	ENSG00000205609	0.9166
ENST00000381177	ENSG00000002586	1.0000
ENST00000381180	ENSG00000002586	1.0000
ENST00000381184	ENSG00000002586	1.0000
ENST00000381187	ENSG00000002586	1.0000
ENST00000381192	ENSG00000002586	1.0000
ENST00000381218	ENSG00000214717	1.0000
ENST00000381222	ENSG00000214717	1.0000
ENST00000381223	ENSG00000214717	1.0000
ENST00000381229	ENSG00000196433	1.0000
ENST00000381233	ENSG00000196433	1.0000
ENST00000381241	ENSG00000196433	1.0000
ENST00000381261	ENSG00000197976	1.0000
ENST00000381297	ENSG00000182162	1.0000
ENST00000381317	ENSG00000169093	1.0000
ENST00000381333	ENSG00000169093	1.0000
ENST00000381393	ENSG00000230522	0.7201
ENST00000381394	ENSG00000205718	1.0000
ENST00000381401	ENSG00000169100	1.0000
ENST00000381469	ENSG00000185291	1.0000
ENST00000381474	ENSG00000185164	0.6735
ENST00000381497	ENSG00000183889	1.0000
ENST00000381500	ENSG00000198223	1.0000
ENST00000381509	ENSG00000198223	1.0000
ENST00000381524	ENSG00000198223	1.0000
ENST00000381529	ENSG00000198223	1.0000
ENST00000381567	ENSG00000205755	1.0000
ENST00000381575	ENSG00000185960	1.0000
ENST00000381578	ENSG00000185960	1.0000
ENST00000381625	ENSG00000167393	1.0000
ENST00000381657	ENSG00000182378	1.0000
ENST00000381689	ENSG00000184923	0.5453
ENST00000381697	ENSG00000214562	0.5342
ENST00000381698	ENSG00000216649	0.8643
ENST00000381707	ENSG00000184923	0.5745
ENST00000381722	ENSG00000224902	0.7843
ENST00000381879	ENSG00000168781	0.5544
ENST00000381885	ENSG00000168781	0.5608
ENST00000382287	ENSG00000185894	1.0000
ENST00000382296	ENSG00000205916	0.9595
ENST00000382314	ENSG00000205916	0.9788
ENST00000382365	ENSG00000187191	0.9643
ENST00000382392	ENSG00000183795	1.0000
ENST00000382405	ENSG00000147996	0.5235
ENST00000382407	ENSG00000172352	1.0000
ENST00000382432	ENSG00000205916	0.9655
ENST00000382433	ENSG00000205944	0.9701
ENST00000382436	ENSG00000215126	0.5457
ENST00000382440	ENSG00000205944	0.9823
ENST00000382449	ENSG00000205944	0.9810
ENST00000382575	ENSG00000205989	0.7636
ENST00000382585	ENSG00000183753	1.0000
ENST00000382639	ENSG00000242875	1.0000
ENST00000382653	ENSG00000244395	0.9389
ENST00000382656	ENSG00000206034	0.7636
ENST00000382658	ENSG00000242389	0.8353
ENST00000382659	ENSG00000242389	0.8448
ENST00000382680	ENSG00000244395	0.9453
ENST00000382689	ENSG00000240247	1.0000
ENST00000382692	ENSG00000206047	1.0000
ENST00000382707	ENSG00000234414	0.9370
ENST00000382852	ENSG00000169953	1.0000
ENST00000382856	ENSG00000172468	1.0000
ENST00000382867	ENSG00000129873	0.8990
ENST00000383000	ENSG00000229549	0.7342
ENST00000383005	ENSG00000229549	0.6637
ENST00000383008	ENSG00000233803	1.0000
ENST00000383020	ENSG00000242875	1.0000
ENST00000383042	ENSG00000168757	0.5289
ENST00000389690	ENSG00000160221	0.8184
ENST00000390665	ENSG00000167393	1.0000
ENST00000393283	ENSG00000015568	0.9849
ENST00000393465	ENSG00000176681	0.5757
ENST00000395138	ENSG00000261052	0.9087
ENST00000395244	ENSG00000155428	0.7403
ENST00000395587	ENSG00000184110	0.9235
ENST00000396923	ENSG00000168781	0.5639
ENST00000397827	ENSG00000166664	0.6578
ENST00000398132	ENSG00000160202	1.0000
ENST00000398133	ENSG00000160202	0.7750
ENST00000398146	ENSG00000185304	0.8702
ENST00000398158	ENSG00000160200	0.9205
ENST00000398165	ENSG00000160200	0.9218
ENST00000398193	ENSG00000187627	0.9110
ENST00000398344	ENSG00000099977	0.5504
ENST00000398462	ENSG00000164871	0.5064
ENST00000398682	ENSG00000183632	1.0000
ENST00000398729	ENSG00000169059	0.5309
ENST00000398944	ENSG00000205609	0.9204
ENST00000399012	ENSG00000182378	1.0000
ENST00000399289	ENSG00000180509	0.5694
ENST00000399292	ENSG00000205670	1.0000
ENST00000399295	ENSG00000205670	1.0000
ENST00000399299	ENSG00000205670	1.0000
ENST00000399336	ENSG00000103226	0.7611
ENST00000400079	ENSG00000232948	1.0000
ENST00000400085	ENSG00000215343	0.7893
ENST00000400120	ENSG00000215356	0.5012
ENST00000400125	ENSG00000178287	0.9094
ENST00000400154	ENSG00000215371	0.6984
ENST00000400377	ENSG00000160223	0.7691
ENST00000400379	ENSG00000160223	0.5738
ENST00000400841	ENSG00000205755	1.0000
ENST00000400889	ENSG00000215784	0.6628
ENST00000401522	ENSG00000166664	0.6336
ENST00000402588	ENSG00000099984	0.6233
ENST00000403107	ENSG00000169402	0.7158
ENST00000403683	ENSG00000203852	1.0000
ENST00000403754	ENSG00000099977	1.0000
ENST00000404077	ENSG00000169402	0.7040
ENST00000404172	ENSG00000133433	0.5678
ENST00000404406	ENSG00000155026	0.7050
ENST00000405239	ENSG00000188120	1.0000
ENST00000405415	ENSG00000155026	0.7160
ENST00000405679	ENSG00000227488	1.0000
ENST00000407780	ENSG00000160223	0.7029
ENST00000409310	ENSG00000183281	0.8240
ENST00000409560	ENSG00000183305	1.0000
ENST00000409602	ENSG00000222038	0.5941
ENST00000409750	ENSG00000169629	0.6209
ENST00000409795	ENSG00000183281	0.7204
ENST00000409801	ENSG00000183281	0.6420
ENST00000410005	ENSG00000222018	1.0000
ENST00000410086	ENSG00000125551	0.8142
ENST00000411750	ENSG00000223572	1.0000
ENST00000411935	ENSG00000170379	0.6655
ENST00000412290	ENSG00000198223	1.0000
ENST00000412516	ENSG00000169084	1.0000
ENST00000413453	ENSG00000223572	0.6111
ENST00000413468	ENSG00000015568	1.0000
ENST00000413505	ENSG00000079974	0.7366
ENST00000413601	ENSG00000256671	1.0000
ENST00000413620	ENSG00000269335	0.6095
ENST00000413999	ENSG00000185176	0.7044
ENST00000414303	ENSG00000243480	0.5682
ENST00000414322	ENSG00000185176	0.7770
ENST00000415041	ENSG00000227551	1.0000
ENST00000415044	ENSG00000223572	1.0000
ENST00000415337	ENSG00000182378	1.0000
ENST00000415464	ENSG00000232423	0.5855
ENST00000415508	ENSG00000205916	0.9677
ENST00000415833	ENSG00000243716	0.8457
ENST00000415858	ENSG00000230594	1.0000
ENST00000416357	ENSG00000180509	0.5025
ENST00000416841	ENSG00000179304	1.0000
ENST00000417004	ENSG00000204179	0.5291
ENST00000417085	ENSG00000168781	1.0000
ENST00000417256	ENSG00000226600	1.0000
ENST00000417289	ENSG00000237289	1.0000
ENST00000418185	ENSG00000174428	0.5590
ENST00000418406	ENSG00000169402	0.5537
ENST00000418956	ENSG00000244395	0.9296
ENST00000419165	ENSG00000158427	0.7617
ENST00000419180	ENSG00000169246	1.0000
ENST00000419187	ENSG00000266028	0.5647
ENST00000419194	ENSG00000226023	0.8906
ENST00000419699	ENSG00000160221	0.8234
ENST00000419782	ENSG00000189357	0.6992
ENST00000419795	ENSG00000225396	0.6479
ENST00000419982	ENSG00000226685	1.0000
ENST00000420398	ENSG00000237671	0.9733
ENST00000420765	ENSG00000168781	0.5620
ENST00000420869	ENSG00000223417	0.7460
ENST00000420911	ENSG00000271079	0.8798
ENST00000420937	ENSG00000170160	0.5300
ENST00000421285	ENSG00000215186	0.5045
ENST00000421798	ENSG00000235961	0.5800
ENST00000422085	ENSG00000183305	1.0000
ENST00000422549	ENSG00000237763	1.0000
ENST00000422680	ENSG00000269335	0.5888
ENST00000423647	ENSG00000258992	0.5850
ENST00000423993	ENSG00000183305	1.0000
ENST00000424340	ENSG00000243716	0.9197
ENST00000424549	ENSG00000183426	0.8798
ENST00000424594	ENSG00000228927	0.8702
ENST00000425410	ENSG00000174876	1.0000
ENST00000425618	ENSG00000170379	0.6029
ENST00000425700	ENSG00000224389	0.8474
ENST00000426000	ENSG00000188120	1.0000
ENST00000426406	ENSG00000284733	1.0000
ENST00000426950	ENSG00000233803	1.0000
ENST00000427178	ENSG00000144063	0.6869
ENST00000427803	ENSG00000160221	0.5655
ENST00000427877	ENSG00000168781	0.6643
ENST00000427999	ENSG00000233024	0.9549
ENST00000428128	ENSG00000187627	0.9270
ENST00000428649	ENSG00000275969	0.7246
ENST00000428650	ENSG00000242866	0.6528
ENST00000428845	ENSG00000236424	0.8183
ENST00000428956	ENSG00000244731	0.8528
ENST00000428981	ENSG00000237289	1.0000
ENST00000429176	ENSG00000168781	1.0000
ENST00000429181	ENSG00000182378	1.0000
ENST00000429667	ENSG00000232399	0.8757
ENST00000429800	ENSG00000147996	0.6062
ENST00000429828	ENSG00000188199	0.6790
ENST00000429905	ENSG00000284800	0.9004
ENST00000430013	ENSG00000160200	0.7609
ENST00000430059	ENSG00000147996	0.5564
ENST00000430101	ENSG00000099977	1.0000
ENST00000430211	ENSG00000178809	0.7994
ENST00000430419	ENSG00000166160	1.0000
ENST00000430448	ENSG00000224089	1.0000
ENST00000430736	ENSG00000015568	0.9112
ENST00000430923	ENSG00000182378	1.0000
ENST00000431655	ENSG00000196550	0.7054
ENST00000431962	ENSG00000168781	1.0000
ENST00000431993	ENSG00000283697	0.5088
ENST00000432085	ENSG00000180509	0.5729
ENST00000432318	ENSG00000198223	1.0000
ENST00000432436	ENSG00000242866	0.9124
ENST00000432523	ENSG00000196433	1.0000
ENST00000432606	ENSG00000015568	0.9613
ENST00000432757	ENSG00000185291	1.0000
ENST00000433030	ENSG00000236371	1.0000
ENST00000433039	ENSG00000183246	0.9129
ENST00000434041	ENSG00000228696	0.9348
ENST00000434307	ENSG00000178287	0.5547
ENST00000434505	ENSG00000223572	0.6549
ENST00000434739	ENSG00000140478	0.7086
ENST00000434815	ENSG00000234278	1.0000
ENST00000434883	ENSG00000228517	1.0000
ENST00000435324	ENSG00000233232	0.6719
ENST00000435358	ENSG00000189409	0.6333
ENST00000435363	ENSG00000224389	0.8528
ENST00000435397	ENSG00000233917	0.8945
ENST00000436228	ENSG00000173678	0.9702
ENST00000436583	ENSG00000158427	1.0000
ENST00000437065	ENSG00000168781	1.0000
ENST00000437167	ENSG00000183054	1.0000
ENST00000437679	ENSG00000256977	1.0000
ENST00000437818	ENSG00000233050	1.0000
ENST00000437823	ENSG00000276581	0.9531
ENST00000437924	ENSG00000237289	1.0000
ENST00000437957	ENSG00000189152	1.0000
ENST00000437966	ENSG00000175344	0.5313
ENST00000438063	ENSG00000230031	0.8951
ENST00000438167	ENSG00000069764	0.6824
ENST00000438525	ENSG00000235699	1.0000
ENST00000438696	ENSG00000184911	1.0000
ENST00000438709	ENSG00000196912	1.0000
ENST00000439195	ENSG00000168781	0.6401
ENST00000439254	ENSG00000186281	0.6361
ENST00000439466	ENSG00000237957	1.0000
ENST00000439682	ENSG00000233917	0.8707
ENST00000440066	ENSG00000205916	0.9561
ENST00000440125	ENSG00000242866	0.5982
ENST00000440137	ENSG00000236362	1.0000
ENST00000440215	ENSG00000238074	1.0000
ENST00000440247	ENSG00000184911	1.0000
ENST00000440286	ENSG00000269335	0.6349
ENST00000440483	ENSG00000228927	0.7808
ENST00000441030	ENSG00000160200	0.6154
ENST00000441322	ENSG00000237289	0.6111
ENST00000441330	ENSG00000236126	1.0000
ENST00000441344	ENSG00000015568	0.9076
ENST00000441549	ENSG00000140992	0.5211
ENST00000442437	ENSG00000224659	0.6132
ENST00000442898	ENSG00000181404	0.5019
ENST00000442922	ENSG00000102076	0.6520
ENST00000443019	ENSG00000182378	1.0000
ENST00000443457	ENSG00000240445	0.5020
ENST00000443583	ENSG00000106714	0.6151
ENST00000444056	ENSG00000236424	0.8142
ENST00000444280	ENSG00000169084	1.0000
ENST00000444908	ENSG00000170379	0.5536
ENST00000445062	ENSG00000182378	1.0000
ENST00000445148	ENSG00000215269	1.0000
ENST00000445385	ENSG00000186788	0.6344
ENST00000445552	ENSG00000185829	0.7268
ENST00000445622	ENSG00000269335	0.6056
ENST00000446221	ENSG00000183474	0.6933
ENST00000446723	ENSG00000187191	0.9638
ENST00000446930	ENSG00000183054	0.9134
ENST00000447012	ENSG00000249437	0.6421
ENST00000447409	ENSG00000178809	0.7512
ENST00000447472	ENSG00000182378	1.0000
ENST00000447530	ENSG00000183305	1.0000
ENST00000447870	ENSG00000183569	0.6590
ENST00000448387	ENSG00000232653	0.5297
ENST00000448477	ENSG00000182378	1.0000
ENST00000448984	ENSG00000204449	0.5377
ENST00000449498	ENSG00000233816	0.5457
ENST00000449622	ENSG00000160221	0.7173
ENST00000449750	ENSG00000205916	0.9746
ENST00000449946	ENSG00000237289	1.0000
ENST00000449970	ENSG00000105808	0.8554
ENST00000450434	ENSG00000178809	0.7411
ENST00000450673	ENSG00000228696	0.7080
ENST00000450892	ENSG00000242866	0.6754
ENST00000450895	ENSG00000243627	1.0000
ENST00000451248	ENSG00000160200	1.0000
ENST00000451343	ENSG00000168477	0.6064
ENST00000451531	ENSG00000196834	0.5082
ENST00000451548	ENSG00000258992	0.5805
ENST00000452123	ENSG00000227151	1.0000
ENST00000452267	ENSG00000189090	0.5710
ENST00000453080	ENSG00000168781	1.0000
ENST00000453150	ENSG00000183305	1.0000
ENST00000453733	ENSG00000237289	1.0000
ENST00000453782	ENSG00000237289	1.0000
ENST00000454856	ENSG00000230031	0.9081
ENST00000454978	ENSG00000169800	0.9260
ENST00000455020	ENSG00000173678	0.9080
ENST00000455136	ENSG00000242866	0.5598
ENST00000455695	ENSG00000183054	0.9595
ENST00000456303	ENSG00000206140	0.6216
ENST00000456464	ENSG00000223569	0.7437
ENST00000456475	ENSG00000230178	1.0000
ENST00000456520	ENSG00000215126	0.5983
ENST00000456705	ENSG00000241945	0.7103
ENST00000457020	ENSG00000226929	0.9397
ENST00000457222	ENSG00000228927	0.8742
ENST00000457648	ENSG00000223572	1.0000
ENST00000457736	ENSG00000233136	0.9667
ENST00000457775	ENSG00000283463	0.5072
ENST00000457977	ENSG00000230347	1.0000
ENST00000458057	ENSG00000183305	1.0000
ENST00000458091	ENSG00000278803	0.7444
ENST00000458170	ENSG00000225396	0.6652
ENST00000458218	ENSG00000242362	1.0000
ENST00000458223	ENSG00000160200	0.7071
ENST00000458472	ENSG00000224440	1.0000
ENST00000458665	ENSG00000164871	0.5541
ENST00000459639	ENSG00000160201	0.6746
ENST00000460621	ENSG00000124333	1.0000
ENST00000460672	ENSG00000182162	1.0000
ENST00000460743	ENSG00000065371	0.5172
ENST00000461209	ENSG00000105808	0.9165
ENST00000461691	ENSG00000214717	1.0000
ENST00000461786	ENSG00000188092	0.5871
ENST00000461815	ENSG00000140992	0.7971
ENST00000462172	ENSG00000105808	0.8474
ENST00000462900	ENSG00000117262	0.5010
ENST00000464525	ENSG00000168255	0.6319
ENST00000464750	ENSG00000160201	0.7785
ENST00000465474	ENSG00000147996	0.7254
ENST00000465545	ENSG00000214562	0.5747
ENST00000465829	ENSG00000170667	0.6438
ENST00000466593	ENSG00000117262	0.6507
ENST00000467526	ENSG00000154545	1.0000
ENST00000467626	ENSG00000205755	1.0000
ENST00000467791	ENSG00000215126	0.6594
ENST00000468618	ENSG00000188092	0.5827
ENST00000470691	ENSG00000271321	0.8052
ENST00000471847	ENSG00000050327	0.6074
ENST00000471932	ENSG00000154545	1.0000
ENST00000472264	ENSG00000189409	0.6187
ENST00000472595	ENSG00000184911	0.9495
ENST00000472837	ENSG00000174428	0.5610
ENST00000474361	ENSG00000197976	1.0000
ENST00000474434	ENSG00000188611	0.5153
ENST00000474455	ENSG00000205670	1.0000
ENST00000474817	ENSG00000050327	0.5529
ENST00000476161	ENSG00000147996	0.7184
ENST00000476961	ENSG00000154529	1.0000
ENST00000478048	ENSG00000196873	0.8727
ENST00000478708	ENSG00000140992	1.0000
ENST00000478825	ENSG00000169084	1.0000
ENST00000479814	ENSG00000189409	0.7796
ENST00000479870	ENSG00000198420	0.5680
ENST00000480744	ENSG00000256977	1.0000
ENST00000481112	ENSG00000184911	0.9396
ENST00000481193	ENSG00000187243	1.0000
ENST00000482405	ENSG00000002586	1.0000
ENST00000483630	ENSG00000269713	0.7245
ENST00000484024	ENSG00000183054	1.0000
ENST00000485287	ENSG00000187243	1.0000
ENST00000485920	ENSG00000169402	0.6101
ENST00000486010	ENSG00000187243	1.0000
ENST00000486221	ENSG00000147996	0.6219
ENST00000486333	ENSG00000288784	0.8792
ENST00000486387	ENSG00000215126	0.5705
ENST00000486519	ENSG00000160201	0.6188
ENST00000486791	ENSG00000198223	1.0000
ENST00000487150	ENSG00000256977	1.0000
ENST00000487179	ENSG00000289604	0.9434
ENST00000487941	ENSG00000228836	0.9225
ENST00000488344	ENSG00000124333	1.0000
ENST00000489144	ENSG00000168255	0.6169
ENST00000489640	ENSG00000188611	0.8108
ENST00000490017	ENSG00000189409	0.6585
ENST00000490581	ENSG00000187243	1.0000
ENST00000491975	ENSG00000188092	0.6223
