# Genes with >= 50% unmappable exonic bases (k24 unique mappability)
# Input: k24.Unique.Mappability.bb
# GTF: gencode.v48.annotation.filtered_pc_withCDS.gtf
# Total genes scored: 20096
# Genes flagged for removal: 821
# gene_id	frac_unmappable
ENSG00000189090	0.9659
ENSG00000189152	1.0000
ENSG00000189253	0.8609
ENSG00000189339	0.5876
ENSG00000189357	0.9317
ENSG00000189375	0.5140
ENSG00000189409	0.8640
ENSG00000196240	0.8380
ENSG00000196275	0.8949
ENSG00000196313	0.6437
ENSG00000196369	0.9489
ENSG00000196406	0.8695
ENSG00000196427	0.7924
ENSG00000196433	1.0000
ENSG00000196436	0.7372
ENSG00000196539	0.7231
ENSG00000196550	0.9038
ENSG00000196589	0.7420
ENSG00000196604	0.8191
ENSG00000196834	0.8907
ENSG00000196862	0.8361
ENSG00000196873	0.9815
ENSG00000196912	0.8069
ENSG00000196937	0.5864
ENSG00000196946	0.6265
ENSG00000196993	0.9789
ENSG00000197021	0.5875
ENSG00000197172	0.6266
ENSG00000197238	0.7738
ENSG00000197253	0.6887
ENSG00000197822	0.5129
ENSG00000197919	0.5410
ENSG00000197976	1.0000
ENSG00000197978	0.7956
ENSG00000198021	1.0000
ENSG00000198062	0.8465
ENSG00000198064	0.9833
ENSG00000198129	1.0000
ENSG00000198156	0.9153
ENSG00000198223	1.0000
ENSG00000198420	0.7300
ENSG00000198573	0.8480
ENSG00000198695	1.0000
ENSG00000198712	1.0000
ENSG00000198727	1.0000
ENSG00000198754	0.7859
ENSG00000198763	1.0000
ENSG00000198786	1.0000
ENSG00000198804	1.0000
ENSG00000198840	1.0000
ENSG00000198886	1.0000
ENSG00000198888	1.0000
ENSG00000198899	1.0000
ENSG00000198918	0.6179
ENSG00000198938	1.0000
ENSG00000198960	0.5692
ENSG00000203661	0.9271
ENSG00000203811	1.0000
ENSG00000203814	0.8519
ENSG00000203852	1.0000
ENSG00000203926	1.0000
ENSG00000203989	0.9268
ENSG00000204147	0.6431
ENSG00000204149	0.7529
ENSG00000204152	0.6573
ENSG00000204172	0.8157
ENSG00000204174	0.8957
ENSG00000204176	0.9238
ENSG00000204379	1.0000
ENSG00000204382	1.0000
ENSG00000204388	0.6992
ENSG00000204389	0.7186
ENSG00000204449	0.8604
ENSG00000204450	0.8530
ENSG00000204481	0.7639
ENSG00000204501	0.8456
ENSG00000204505	0.8625
ENSG00000204510	0.9036
ENSG00000204677	0.5263
ENSG00000204779	0.8588
ENSG00000204849	0.8363
ENSG00000204918	1.0000
ENSG00000204919	1.0000
ENSG00000205076	0.9283
ENSG00000205097	0.9013
ENSG00000205236	0.9725
ENSG00000205238	1.0000
ENSG00000205277	0.5996
ENSG00000205456	0.7514
ENSG00000205457	1.0000
ENSG00000205482	0.7702
ENSG00000205496	0.5701
ENSG00000205571	0.9164
ENSG00000205572	0.9884
ENSG00000205609	0.9843
ENSG00000205642	0.8409
ENSG00000205670	1.0000
ENSG00000205718	1.0000
ENSG00000205755	1.0000
ENSG00000205916	1.0000
ENSG00000205944	0.9933
ENSG00000205989	1.0000
ENSG00000206034	1.0000
ENSG00000206047	1.0000
ENSG00000206127	0.9884
ENSG00000206140	0.9388
ENSG00000206172	0.7314
ENSG00000206356	0.7210
ENSG00000212725	0.6546
ENSG00000212807	0.8678
ENSG00000212907	1.0000
ENSG00000213030	0.8534
ENSG00000213214	0.8493
ENSG00000213218	0.6121
ENSG00000213648	0.9761
ENSG00000213759	0.5254
ENSG00000213934	0.6661
ENSG00000214300	0.6320
ENSG00000214518	0.6317
ENSG00000214558	0.8475
ENSG00000214562	0.8861
ENSG00000214717	1.0000
ENSG00000214819	0.6489
ENSG00000214940	1.0000
ENSG00000214967	1.0000
ENSG00000215029	0.9816
ENSG00000215113	1.0000
ENSG00000215115	1.0000
ENSG00000215126	0.8795
ENSG00000215156	0.7138
ENSG00000215186	0.8781
ENSG00000215252	0.6538
ENSG00000215269	1.0000
ENSG00000215343	0.9460
ENSG00000215354	0.9642
ENSG00000215356	0.8492
ENSG00000215371	1.0000
ENSG00000215372	0.5198
ENSG00000215373	1.0000
ENSG00000215784	0.9430
ENSG00000215817	0.7923
ENSG00000216649	1.0000
ENSG00000218305	0.5316
ENSG00000219481	0.5819
ENSG00000221867	0.5505
ENSG00000221970	0.8782
ENSG00000222014	0.5574
ENSG00000222018	1.0000
ENSG00000222036	0.9544
ENSG00000222038	0.9315
ENSG00000223417	0.8267
ENSG00000223443	0.6087
ENSG00000223510	0.6970
ENSG00000223569	0.8983
ENSG00000223572	0.8926
ENSG00000223591	1.0000
ENSG00000223638	0.7871
ENSG00000223885	1.0000
ENSG00000224089	1.0000
ENSG00000224107	0.8686
ENSG00000224389	0.9434
ENSG00000224440	1.0000
ENSG00000224578	0.5187
ENSG00000224659	0.8877
ENSG00000224712	1.0000
ENSG00000224807	0.7403
ENSG00000224902	0.9180
ENSG00000225327	0.9460
ENSG00000225396	0.9762
ENSG00000225899	0.8760
ENSG00000226023	0.9646
ENSG00000226600	1.0000
ENSG00000226685	1.0000
ENSG00000226929	0.9985
ENSG00000226941	0.9774
ENSG00000227140	0.9711
ENSG00000227151	1.0000
ENSG00000227488	1.0000
ENSG00000227551	1.0000
ENSG00000227717	0.9827
ENSG00000228049	0.9447
ENSG00000228253	1.0000
ENSG00000228278	0.5797
ENSG00000228372	0.8223
ENSG00000228517	1.0000
ENSG00000228567	0.5029
ENSG00000228570	0.8265
ENSG00000228696	0.7220
ENSG00000228716	0.7216
ENSG00000228836	1.0000
ENSG00000228856	1.0000
ENSG00000228927	0.9608
ENSG00000229183	1.0000
ENSG00000229292	0.7790
ENSG00000229314	0.5825
ENSG00000229549	0.9215
ENSG00000229571	0.9810
ENSG00000229579	1.0000
ENSG00000229665	1.0000
ENSG00000229859	0.9154
ENSG00000229894	0.5706
ENSG00000230031	1.0000
ENSG00000230045	1.0000
ENSG00000230178	1.0000
ENSG00000230246	0.6729
ENSG00000230347	1.0000
ENSG00000230358	0.8065
ENSG00000230430	1.0000
ENSG00000230522	0.9117
ENSG00000230549	0.8801
ENSG00000230594	1.0000
ENSG00000231051	1.0000
ENSG00000231396	0.5731
ENSG00000231637	1.0000
ENSG00000231852	0.6225
ENSG00000232264	1.0000
ENSG00000232399	0.9711
ENSG00000232423	0.9742
ENSG00000232653	0.8827
ENSG00000232948	1.0000
ENSG00000233024	1.0000
ENSG00000233050	1.0000
ENSG00000233087	0.5034
ENSG00000233115	0.9663
ENSG00000233132	1.0000
ENSG00000233136	1.0000
ENSG00000233232	0.7390
ENSG00000233295	0.5190
ENSG00000233381	0.6095
ENSG00000233802	0.9873
ENSG00000233803	1.0000
ENSG00000233816	0.7157
ENSG00000233917	0.9743
ENSG00000233974	0.6228
ENSG00000234278	1.0000
ENSG00000234289	1.0000
ENSG00000234414	1.0000
ENSG00000234719	0.6079
ENSG00000235699	1.0000
ENSG00000235780	1.0000
ENSG00000235961	0.6144
ENSG00000236125	0.9749
ENSG00000236126	1.0000
ENSG00000236334	0.7629
ENSG00000236362	1.0000
ENSG00000236371	1.0000
ENSG00000236424	0.9727
ENSG00000236637	0.5825
ENSG00000236737	1.0000
ENSG00000236761	0.8393
ENSG00000237038	0.8349
ENSG00000237247	0.9254
ENSG00000237289	0.7214
ENSG00000237378	0.8809
ENSG00000237671	1.0000
ENSG00000237700	0.8445
ENSG00000237763	0.9891
ENSG00000237850	0.9672
ENSG00000237957	1.0000
ENSG00000238074	1.0000
ENSG00000238083	0.9450
ENSG00000238210	0.8587
ENSG00000239810	0.6921
ENSG00000239839	0.8219
ENSG00000239886	0.8876
ENSG00000240247	1.0000
ENSG00000241322	0.5437
ENSG00000241476	1.0000
ENSG00000241945	0.9179
ENSG00000242362	1.0000
ENSG00000242389	0.9810
ENSG00000242616	0.6778
ENSG00000242866	0.8543
ENSG00000242875	1.0000
ENSG00000243073	0.7255
ENSG00000243480	0.9426
ENSG00000243627	1.0000
ENSG00000243716	0.9905
ENSG00000243772	0.5320
ENSG00000243896	0.8917
ENSG00000244115	0.5477
ENSG00000244395	1.0000
ENSG00000244682	0.7804
ENSG00000244731	0.9434
ENSG00000248333	0.6427
ENSG00000248920	1.0000
ENSG00000248933	1.0000
ENSG00000249104	1.0000
ENSG00000249437	0.8904
ENSG00000249811	1.0000
ENSG00000249931	0.9652
ENSG00000250138	0.9505
ENSG00000250745	1.0000
ENSG00000250844	0.9856
ENSG00000250913	0.9165
ENSG00000251158	0.9893
ENSG00000251545	0.5152
ENSG00000253626	0.5814
ENSG00000254206	0.8398
ENSG00000254229	0.7656
ENSG00000254852	1.0000
ENSG00000254866	0.6553
ENSG00000255009	0.8325
ENSG00000255192	0.8240
ENSG00000255251	1.0000
ENSG00000255378	1.0000
ENSG00000255524	0.8337
ENSG00000256671	1.0000
ENSG00000256713	0.5707
ENSG00000256977	1.0000
ENSG00000257017	0.5621
ENSG00000257115	0.8634
ENSG00000257207	0.9735
ENSG00000258453	0.8914
ENSG00000258992	0.9377
ENSG00000260097	0.8546
ENSG00000260287	1.0000
ENSG00000260596	0.8503
ENSG00000260691	0.9292
ENSG00000261052	0.9775
ENSG00000261150	0.5122
ENSG00000261247	0.9710
ENSG00000261509	1.0000
ENSG00000261739	0.7862
ENSG00000261740	0.9895
ENSG00000261794	0.8601
ENSG00000261796	0.6834
ENSG00000262461	1.0000
ENSG00000262628	0.7306
ENSG00000263001	0.5929
ENSG00000263353	0.7776
ENSG00000263513	0.9511
ENSG00000263956	0.8170
ENSG00000264230	0.8976
ENSG00000264343	0.9422
ENSG00000264717	0.8962
ENSG00000265190	0.8102
ENSG00000265808	0.7415
ENSG00000266302	0.7693
ENSG00000266338	0.7523
ENSG00000267335	0.7023
ENSG00000267368	0.9314
ENSG00000267631	0.6287
ENSG00000267645	0.9249
ENSG00000267978	0.9414
ENSG00000268009	0.9968
ENSG00000268043	0.8191
ENSG00000268221	0.9770
ENSG00000268235	0.9457
ENSG00000268320	0.7195
ENSG00000268350	0.7362
ENSG00000268447	0.9522
ENSG00000268606	1.0000
ENSG00000268651	1.0000
ENSG00000268738	0.9766
ENSG00000268902	0.9754
ENSG00000268916	0.9064
ENSG00000268940	0.8850
ENSG00000268994	1.0000
ENSG00000269096	0.9605
ENSG00000269226	0.9816
ENSG00000269335	0.5811
ENSG00000269405	0.9910
ENSG00000269433	1.0000
ENSG00000269437	0.9921
ENSG00000269502	1.0000
ENSG00000269556	0.5570
ENSG00000269586	0.6592
ENSG00000269713	0.8478
ENSG00000269791	0.9961
ENSG00000270231	0.8163
ENSG00000270249	0.9495
ENSG00000270276	1.0000
ENSG00000270339	0.7316
ENSG00000270601	0.9035
ENSG00000270629	0.9418
ENSG00000270882	1.0000
ENSG00000270946	1.0000
ENSG00000271079	0.9760
ENSG00000271321	0.9459
ENSG00000271383	0.9553
ENSG00000271425	0.9571
ENSG00000271449	1.0000
ENSG00000271567	1.0000
ENSG00000272391	0.6892
ENSG00000273136	0.8421
ENSG00000273213	0.8242
ENSG00000273513	1.0000
ENSG00000273514	0.9453
ENSG00000273520	1.0000
ENSG00000273696	1.0000
ENSG00000273756	1.0000
ENSG00000273957	0.6736
ENSG00000273976	0.9895
ENSG00000274102	0.8423
ENSG00000274183	0.9216
ENSG00000274226	0.9986
ENSG00000274252	0.9576
ENSG00000274274	0.9465
ENSG00000274349	0.7693
ENSG00000274419	1.0000
ENSG00000274512	0.9780
ENSG00000274570	0.9614
ENSG00000274600	0.9920
ENSG00000274611	1.0000
ENSG00000274764	0.8629
ENSG00000274808	0.8539
ENSG00000274933	0.9718
ENSG00000275034	1.0000
ENSG00000275113	1.0000
ENSG00000275520	1.0000
ENSG00000275774	0.5458
ENSG00000275793	0.9133
ENSG00000275954	0.9623
ENSG00000275969	0.9621
ENSG00000275976	1.0000
ENSG00000276040	0.9782
ENSG00000276430	1.0000
ENSG00000276581	0.9891
ENSG00000277058	0.9552
ENSG00000277150	1.0000
ENSG00000277322	0.8669
ENSG00000277745	1.0000
ENSG00000277758	0.9000
ENSG00000277858	1.0000
ENSG00000277865	0.9262
ENSG00000278057	0.8948
ENSG00000278085	1.0000
ENSG00000278289	0.9654
ENSG00000278299	0.9781
ENSG00000278522	0.8405
ENSG00000278558	0.9407
ENSG00000278599	0.9520
ENSG00000278646	1.0000
ENSG00000278662	0.8520
ENSG00000278803	0.9451
ENSG00000278848	1.0000
ENSG00000279169	0.9357
ENSG00000279408	0.8613
ENSG00000279782	1.0000
ENSG00000279804	0.5689
ENSG00000280267	0.9655
ENSG00000280709	0.8825
ENSG00000283093	1.0000
ENSG00000283378	0.9734
ENSG00000283463	0.8360
ENSG00000283528	1.0000
ENSG00000283594	0.9978
ENSG00000283697	0.8368
ENSG00000283776	0.5360
ENSG00000283809	0.6513
ENSG00000283873	0.9964
ENSG00000283967	0.8459
ENSG00000283988	0.9347
ENSG00000284018	0.9206
ENSG00000284042	0.9229
ENSG00000284209	0.9872
ENSG00000284234	1.0000
ENSG00000284283	0.9229
ENSG00000284306	0.8368
ENSG00000284337	0.9896
ENSG00000284356	1.0000
ENSG00000284438	0.8774
ENSG00000284439	0.8459
ENSG00000284465	1.0000
ENSG00000284546	0.7702
ENSG00000284662	1.0000
ENSG00000284667	0.5659
ENSG00000284680	0.5069
ENSG00000284718	0.6082
ENSG00000284733	1.0000
ENSG00000284772	0.9365
ENSG00000284800	0.9893
ENSG00000284931	0.7005
ENSG00000284981	0.8748
ENSG00000285437	0.9761
ENSG00000285472	0.8589
ENSG00000285566	0.9625
ENSG00000285607	0.9670
ENSG00000285620	1.0000
ENSG00000285657	1.0000
ENSG00000285687	0.7355
ENSG00000285720	1.0000
ENSG00000285765	1.0000
ENSG00000285814	0.9670
ENSG00000285913	1.0000
ENSG00000285937	0.9341
ENSG00000285950	0.9341
ENSG00000285975	1.0000
ENSG00000286014	1.0000
ENSG00000286019	0.9087
ENSG00000286038	0.9834
ENSG00000286102	0.8054
ENSG00000286106	0.6800
ENSG00000286137	1.0000
ENSG00000286175	0.8340
ENSG00000286185	0.9532
ENSG00000286219	0.8890
ENSG00000287839	0.8725
ENSG00000288709	1.0000
ENSG00000288722	0.9461
ENSG00000288784	1.0000
ENSG00000288825	1.0000
ENSG00000288859	1.0000
ENSG00000288867	0.9395
ENSG00000289025	0.8333
ENSG00000289346	0.8484
ENSG00000289549	0.9395
ENSG00000289604	1.0000
ENSG00000289731	0.7402
ENSG00000289746	0.5197
ENSG00000292327	1.0000
ENSG00000292332	1.0000
ENSG00000292333	1.0000
ENSG00000292334	1.0000
ENSG00000292336	1.0000
ENSG00000292338	1.0000
ENSG00000292339	1.0000
ENSG00000292343	1.0000
ENSG00000292344	1.0000
ENSG00000292345	1.0000
ENSG00000292348	1.0000
ENSG00000292354	1.0000
ENSG00000292357	1.0000
ENSG00000292358	1.0000
ENSG00000292363	1.0000
ENSG00000292366	1.0000
ENSG00000292372	1.0000
ENSG00000292373	1.0000
ENSG00000293661	0.8392
ENSG00000293689	0.8104
ENSG00000293691	0.8957
