# Genes with >= 50% unmappable exonic bases (k50 unique mappability)
# Input: k50.Unique.Mappability.bb
# GTF: gencode.v48.annotation.filtered_pc_withCDS.gtf
# Total genes scored: 20096
# Genes flagged for removal: 646
# gene_id	frac_unmappable
ENSG00000196834	0.7617
ENSG00000196862	0.6104
ENSG00000196873	0.9438
ENSG00000196912	0.6262
ENSG00000196993	0.9257
ENSG00000197238	0.6915
ENSG00000197976	1.0000
ENSG00000198021	1.0000
ENSG00000198062	0.6114
ENSG00000198064	0.9547
ENSG00000198129	1.0000
ENSG00000198156	0.8076
ENSG00000198223	1.0000
ENSG00000198420	0.6491
ENSG00000198695	1.0000
ENSG00000198712	1.0000
ENSG00000198727	1.0000
ENSG00000198754	0.6150
ENSG00000198763	1.0000
ENSG00000198786	1.0000
ENSG00000198804	1.0000
ENSG00000198840	1.0000
ENSG00000198886	1.0000
ENSG00000198888	1.0000
ENSG00000198899	1.0000
ENSG00000198938	1.0000
ENSG00000198960	0.5557
ENSG00000203661	0.8752
ENSG00000203811	1.0000
ENSG00000203814	0.6036
ENSG00000203852	1.0000
ENSG00000203926	1.0000
ENSG00000203989	0.8512
ENSG00000204172	0.5731
ENSG00000204174	0.7806
ENSG00000204176	0.8163
ENSG00000204379	1.0000
ENSG00000204382	1.0000
ENSG00000204388	0.6635
ENSG00000204389	0.6811
ENSG00000204449	0.7037
ENSG00000204450	0.7036
ENSG00000204501	0.6198
ENSG00000204505	0.6223
ENSG00000204510	0.7947
ENSG00000204779	0.6806
ENSG00000204849	0.6727
ENSG00000204918	1.0000
ENSG00000204919	1.0000
ENSG00000205076	0.8335
ENSG00000205097	0.6890
ENSG00000205236	0.9322
ENSG00000205238	0.9949
ENSG00000205457	1.0000
ENSG00000205482	0.5200
ENSG00000205571	0.8610
ENSG00000205572	0.9553
ENSG00000205609	0.9587
ENSG00000205670	1.0000
ENSG00000205718	1.0000
ENSG00000205755	1.0000
ENSG00000205916	1.0000
ENSG00000205944	0.9870
ENSG00000205989	0.9512
ENSG00000206034	0.9512
ENSG00000206047	1.0000
ENSG00000206127	0.9518
ENSG00000206140	0.8072
ENSG00000206172	0.6291
ENSG00000212725	0.6211
ENSG00000212807	0.7345
ENSG00000212907	1.0000
ENSG00000213030	0.7114
ENSG00000213214	0.7409
ENSG00000213648	0.9584
ENSG00000214518	0.5211
ENSG00000214558	0.6325
ENSG00000214562	0.7512
ENSG00000214717	1.0000
ENSG00000214940	1.0000
ENSG00000214967	1.0000
ENSG00000215029	0.9297
ENSG00000215113	1.0000
ENSG00000215115	1.0000
ENSG00000215126	0.7857
ENSG00000215186	0.7178
ENSG00000215269	1.0000
ENSG00000215343	0.8718
ENSG00000215354	0.8280
ENSG00000215356	0.6885
ENSG00000215371	1.0000
ENSG00000215373	1.0000
ENSG00000215784	0.8787
ENSG00000215817	0.5460
ENSG00000216649	1.0000
ENSG00000221970	0.7486
ENSG00000222018	1.0000
ENSG00000222036	0.8976
ENSG00000222038	0.8356
ENSG00000223417	0.6712
ENSG00000223569	0.8267
ENSG00000223572	0.7795
ENSG00000223591	1.0000
ENSG00000223885	1.0000
ENSG00000224089	1.0000
ENSG00000224107	0.7200
ENSG00000224389	0.8911
ENSG00000224440	1.0000
ENSG00000224659	0.7683
ENSG00000224712	0.9651
ENSG00000224807	0.5234
ENSG00000224902	0.8520
ENSG00000225327	0.8424
ENSG00000225396	0.8639
ENSG00000225899	0.6600
ENSG00000226023	0.9291
ENSG00000226600	1.0000
ENSG00000226685	1.0000
ENSG00000226929	0.9784
ENSG00000226941	0.9507
ENSG00000227140	0.9385
ENSG00000227151	1.0000
ENSG00000227488	1.0000
ENSG00000227551	1.0000
ENSG00000227717	0.9575
ENSG00000228049	0.8828
ENSG00000228253	1.0000
ENSG00000228372	0.7018
ENSG00000228517	1.0000
ENSG00000228570	0.6750
ENSG00000228696	0.5920
ENSG00000228836	1.0000
ENSG00000228856	1.0000
ENSG00000228927	0.9164
ENSG00000229183	1.0000
ENSG00000229292	0.5154
ENSG00000229549	0.8413
ENSG00000229571	0.9675
ENSG00000229579	1.0000
ENSG00000229665	1.0000
ENSG00000229859	0.8477
ENSG00000230031	1.0000
ENSG00000230045	1.0000
ENSG00000230178	1.0000
ENSG00000230347	1.0000
ENSG00000230430	1.0000
ENSG00000230522	0.8462
ENSG00000230549	0.7627
ENSG00000230594	1.0000
ENSG00000231051	1.0000
ENSG00000231637	0.9931
ENSG00000232264	1.0000
ENSG00000232399	0.9385
ENSG00000232423	0.8290
ENSG00000232653	0.7878
ENSG00000232948	1.0000
ENSG00000233024	0.9885
ENSG00000233050	1.0000
ENSG00000233115	0.8767
ENSG00000233132	1.0000
ENSG00000233136	0.9981
ENSG00000233232	0.6606
ENSG00000233802	0.9691
ENSG00000233803	1.0000
ENSG00000233917	0.9407
ENSG00000234278	1.0000
ENSG00000234289	1.0000
ENSG00000234414	0.9672
ENSG00000235699	1.0000
ENSG00000235780	1.0000
ENSG00000235961	0.6470
ENSG00000236125	0.9422
ENSG00000236126	1.0000
ENSG00000236334	0.5020
ENSG00000236362	1.0000
ENSG00000236371	1.0000
ENSG00000236424	0.8763
ENSG00000236737	1.0000
ENSG00000236761	0.6620
ENSG00000237038	0.5951
ENSG00000237247	0.8496
ENSG00000237289	0.5256
ENSG00000237378	0.7040
ENSG00000237671	1.0000
ENSG00000237700	0.5764
ENSG00000237763	0.9748
ENSG00000237850	0.9373
ENSG00000237957	1.0000
ENSG00000238074	1.0000
ENSG00000238083	0.8593
ENSG00000238210	0.6989
ENSG00000239839	0.7004
ENSG00000239886	0.5104
ENSG00000240247	1.0000
ENSG00000241476	1.0000
ENSG00000241945	0.8108
ENSG00000242362	1.0000
ENSG00000242389	0.9536
ENSG00000242866	0.7755
ENSG00000242875	1.0000
ENSG00000243480	0.8801
ENSG00000243627	1.0000
ENSG00000243716	0.9715
ENSG00000243896	0.8174
ENSG00000244395	0.9714
ENSG00000244682	0.5393
ENSG00000244731	0.8911
ENSG00000248920	1.0000
ENSG00000248933	1.0000
ENSG00000249104	1.0000
ENSG00000249437	0.8598
ENSG00000249811	1.0000
ENSG00000249931	0.9047
ENSG00000250138	0.8264
ENSG00000250745	1.0000
ENSG00000250844	0.9165
ENSG00000250913	0.8475
ENSG00000251158	0.9646
ENSG00000254206	0.6760
ENSG00000254229	0.6287
ENSG00000254852	1.0000
ENSG00000255009	0.6235
ENSG00000255251	0.9912
ENSG00000255378	0.9918
ENSG00000255524	0.7254
ENSG00000256671	1.0000
ENSG00000256977	1.0000
ENSG00000257115	0.6055
ENSG00000257207	0.9491
ENSG00000258453	0.6951
ENSG00000258992	0.8473
ENSG00000260097	0.6084
ENSG00000260287	1.0000
ENSG00000260596	0.7830
ENSG00000260691	0.8283
ENSG00000261052	0.9603
ENSG00000261247	0.9177
ENSG00000261509	1.0000
ENSG00000261739	0.5094
ENSG00000261740	0.9713
ENSG00000261794	0.6879
ENSG00000261796	0.5657
ENSG00000262461	1.0000
ENSG00000263001	0.5000
ENSG00000263513	0.8797
ENSG00000263956	0.6118
ENSG00000264230	0.7694
ENSG00000264343	0.8815
ENSG00000264717	0.7811
ENSG00000265190	0.6653
ENSG00000266302	0.5180
ENSG00000266338	0.5237
ENSG00000267368	0.7072
ENSG00000267645	0.6996
ENSG00000267978	0.8983
ENSG00000268009	0.9756
ENSG00000268043	0.5550
ENSG00000268221	0.9510
ENSG00000268235	0.8840
ENSG00000268350	0.7362
ENSG00000268447	0.9430
ENSG00000268606	1.0000
ENSG00000268651	1.0000
ENSG00000268738	0.9502
ENSG00000268902	0.8772
ENSG00000268916	0.8294
ENSG00000268940	0.8191
ENSG00000268994	1.0000
ENSG00000269096	0.9065
ENSG00000269226	0.9403
ENSG00000269335	0.5795
ENSG00000269405	0.9803
ENSG00000269433	1.0000
ENSG00000269437	0.9813
ENSG00000269502	1.0000
ENSG00000269586	0.5279
ENSG00000269713	0.6303
ENSG00000269791	0.9757
ENSG00000270231	0.6468
ENSG00000270249	0.8924
ENSG00000270276	1.0000
ENSG00000270339	0.5684
ENSG00000270601	0.7585
ENSG00000270629	0.8809
ENSG00000270882	1.0000
ENSG00000270946	1.0000
ENSG00000271079	0.9440
ENSG00000271321	0.8808
ENSG00000271383	0.9059
ENSG00000271425	0.8813
ENSG00000271449	1.0000
ENSG00000271567	1.0000
ENSG00000273136	0.7019
ENSG00000273213	0.5489
ENSG00000273513	1.0000
ENSG00000273514	0.8990
ENSG00000273520	1.0000
ENSG00000273696	1.0000
ENSG00000273756	1.0000
ENSG00000273976	0.9602
ENSG00000274102	0.6799
ENSG00000274183	0.8330
ENSG00000274226	0.9860
ENSG00000274252	0.8254
ENSG00000274274	0.8538
ENSG00000274349	0.5165
ENSG00000274419	1.0000
ENSG00000274512	0.9558
ENSG00000274570	0.9095
ENSG00000274600	0.9733
ENSG00000274611	1.0000
ENSG00000274764	0.6148
ENSG00000274808	0.7126
ENSG00000274933	0.9184
ENSG00000275034	1.0000
ENSG00000275113	1.0000
ENSG00000275520	1.0000
ENSG00000275793	0.8197
ENSG00000275954	0.8850
ENSG00000275969	0.9072
ENSG00000275976	1.0000
ENSG00000276040	0.9365
ENSG00000276430	0.8636
ENSG00000276581	0.9768
ENSG00000277058	0.9141
ENSG00000277150	1.0000
ENSG00000277322	0.7139
ENSG00000277745	1.0000
ENSG00000277758	0.7435
ENSG00000277858	1.0000
ENSG00000277865	0.8037
ENSG00000278057	0.8948
ENSG00000278085	1.0000
ENSG00000278289	0.9410
ENSG00000278299	0.9534
ENSG00000278522	0.6365
ENSG00000278558	0.7848
ENSG00000278599	0.9063
ENSG00000278646	1.0000
ENSG00000278662	0.5528
ENSG00000278803	0.8882
ENSG00000278848	1.0000
ENSG00000279169	0.7973
ENSG00000279408	0.7013
ENSG00000279782	1.0000
ENSG00000280267	0.9322
ENSG00000280709	0.7060
ENSG00000283093	1.0000
ENSG00000283378	0.9433
ENSG00000283463	0.6975
ENSG00000283528	0.9977
ENSG00000283594	0.9417
ENSG00000283697	0.6982
ENSG00000283873	0.9719
ENSG00000283967	0.6717
ENSG00000283988	0.8911
ENSG00000284018	0.7134
ENSG00000284042	0.8358
ENSG00000284209	0.9728
ENSG00000284234	1.0000
ENSG00000284283	0.8258
ENSG00000284306	0.5310
ENSG00000284337	0.9765
ENSG00000284356	1.0000
ENSG00000284438	0.6903
ENSG00000284439	0.6717
ENSG00000284465	1.0000
ENSG00000284662	1.0000
ENSG00000284733	1.0000
ENSG00000284772	0.8842
ENSG00000284800	0.9508
ENSG00000284981	0.6993
ENSG00000285437	0.8409
ENSG00000285472	0.6772
ENSG00000285566	0.7749
ENSG00000285607	0.9297
ENSG00000285620	1.0000
ENSG00000285657	1.0000
ENSG00000285720	1.0000
ENSG00000285765	0.9577
ENSG00000285814	0.9297
ENSG00000285913	1.0000
ENSG00000285937	0.8724
ENSG00000285950	0.8595
ENSG00000285975	0.9986
ENSG00000286014	1.0000
ENSG00000286019	0.8070
ENSG00000286038	0.9586
ENSG00000286137	1.0000
ENSG00000286175	0.6924
ENSG00000286185	0.9051
ENSG00000286219	0.7401
ENSG00000287839	0.7687
ENSG00000288709	1.0000
ENSG00000288722	0.8852
ENSG00000288784	0.9740
ENSG00000288825	1.0000
ENSG00000288859	1.0000
ENSG00000288867	0.8711
ENSG00000289346	0.6353
ENSG00000289549	0.8711
ENSG00000289604	1.0000
ENSG00000292327	1.0000
ENSG00000292332	1.0000
ENSG00000292333	1.0000
ENSG00000292334	1.0000
ENSG00000292336	1.0000
ENSG00000292338	1.0000
ENSG00000292339	1.0000
ENSG00000292343	1.0000
ENSG00000292344	1.0000
ENSG00000292345	1.0000
ENSG00000292348	1.0000
ENSG00000292354	1.0000
ENSG00000292357	1.0000
ENSG00000292358	1.0000
ENSG00000292363	1.0000
ENSG00000292366	1.0000
ENSG00000292372	1.0000
ENSG00000292373	1.0000
ENSG00000293661	0.6573
ENSG00000293689	0.5494
ENSG00000293691	0.7695
