# Transcripts with >= 50% unmappable exonic bases (k36.Unique.Mappability unique mappability)
# Input: k36.Unique.Mappability.bb
# GTF: gencode.v48.annotation.filtered_pc_withCDS.gtf
# Total transcripts scored: 111925
# Transcripts flagged for removal: 2247
# transcript_id	gene_id	frac_unmappable
ENST00000326153	ENSG00000178605	1.0000
ENST00000326397	ENSG00000182552	0.5621
ENST00000326558	ENSG00000178287	0.5016
ENST00000326625	ENSG00000178287	0.6831
ENST00000327271	ENSG00000186399	0.9248
ENST00000327570	ENSG00000182552	0.5645
ENST00000327582	ENSG00000198754	0.6807
ENST00000327678	ENSG00000183569	0.5310
ENST00000327792	ENSG00000233024	1.0000
ENST00000327809	ENSG00000185897	0.6467
ENST00000327857	ENSG00000239839	0.7733
ENST00000328085	ENSG00000183426	0.9041
ENST00000328114	ENSG00000171916	0.6402
ENST00000328435	ENSG00000184033	1.0000
ENST00000328570	ENSG00000182783	0.9004
ENST00000328782	ENSG00000183310	0.6155
ENST00000328795	ENSG00000183706	0.7584
ENST00000329240	ENSG00000185829	0.9484
ENST00000329516	ENSG00000183054	1.0000
ENST00000329753	ENSG00000237247	0.8946
ENST00000329758	ENSG00000168930	0.8017
ENST00000329862	ENSG00000189253	0.8064
ENST00000329882	ENSG00000136488	0.5005
ENST00000330181	ENSG00000181625	0.9823
ENST00000330280	ENSG00000145736	0.9519
ENST00000330330	ENSG00000174876	0.9989
ENST00000330331	ENSG00000183054	1.0000
ENST00000330537	ENSG00000185164	0.8911
ENST00000330575	ENSG00000169629	0.9881
ENST00000330597	ENSG00000213934	0.5043
ENST00000330881	ENSG00000204510	0.8205
ENST00000330978	ENSG00000183336	1.0000
ENST00000331035	ENSG00000185291	1.0000
ENST00000331070	ENSG00000183753	1.0000
ENST00000331220	ENSG00000183305	1.0000
ENST00000331491	ENSG00000183598	0.5842
ENST00000331523	ENSG00000156508	0.5757
ENST00000331666	ENSG00000184110	0.9725
ENST00000332397	ENSG00000214300	0.5278
ENST00000332663	ENSG00000182974	0.6863
ENST00000332831	ENSG00000284662	1.0000
ENST00000332857	ENSG00000185775	0.6542
ENST00000333151	ENSG00000276368	0.5525
ENST00000333385	ENSG00000273520	1.0000
ENST00000333432	ENSG00000228049	0.8323
ENST00000333628	ENSG00000137267	0.5897
ENST00000333703	ENSG00000099715	0.5134
ENST00000333843	ENSG00000182315	0.9139
ENST00000333933	ENSG00000186787	0.5556
ENST00000334036	ENSG00000184911	1.0000
ENST00000334060	ENSG00000185960	1.0000
ENST00000334398	ENSG00000185973	0.6880
ENST00000334600	ENSG00000204481	0.5384
ENST00000334651	ENSG00000169084	1.0000
ENST00000334773	ENSG00000186562	0.9096
ENST00000334828	ENSG00000171314	0.7392
ENST00000334933	ENSG00000168781	0.5813
ENST00000335021	ENSG00000186572	1.0000
ENST00000335186	ENSG00000186579	1.0000
ENST00000335479	ENSG00000187082	1.0000
ENST00000335504	ENSG00000187243	1.0000
ENST00000335510	ENSG00000186599	1.0000
ENST00000336125	ENSG00000185829	0.9390
ENST00000336777	ENSG00000241476	1.0000
ENST00000336844	ENSG00000213218	0.5243
ENST00000336906	ENSG00000196565	0.5051
ENST00000337385	ENSG00000180509	0.7646
ENST00000337502	ENSG00000241476	1.0000
ENST00000337579	ENSG00000155026	0.9131
ENST00000337801	ENSG00000184945	0.6087
ENST00000338844	ENSG00000172236	0.6355
ENST00000338876	ENSG00000172468	1.0000
ENST00000338971	ENSG00000261052	0.9661
ENST00000339647	ENSG00000150991	0.5294
ENST00000339872	ENSG00000189403	0.5351
ENST00000339953	ENSG00000140839	0.7464
ENST00000340020	ENSG00000186063	0.6013
ENST00000340073	ENSG00000275976	1.0000
ENST00000340239	ENSG00000183569	0.5399
ENST00000340457	ENSG00000267368	0.8040
ENST00000340537	ENSG00000186523	0.7776
ENST00000341068	ENSG00000153107	0.5872
ENST00000341209	ENSG00000196550	0.8247
ENST00000341305	ENSG00000261509	1.0000
ENST00000341400	ENSG00000185864	0.9028
ENST00000341408	ENSG00000182583	0.7171
ENST00000341656	ENSG00000205238	1.0000
ENST00000341750	ENSG00000229292	0.6613
ENST00000341832	ENSG00000248333	0.5257
ENST00000341990	ENSG00000154529	0.7378
ENST00000342314	ENSG00000215252	0.5319
ENST00000342833	ENSG00000187559	0.9387
ENST00000342878	ENSG00000188076	0.6092
ENST00000343518	ENSG00000198062	0.7732
ENST00000344087	ENSG00000214967	1.0000
ENST00000344129	ENSG00000169551	0.5851
ENST00000344330	ENSG00000160223	1.0000
ENST00000344415	ENSG00000189152	1.0000
ENST00000344770	ENSG00000174827	0.6694
ENST00000344884	ENSG00000169953	1.0000
ENST00000345535	ENSG00000132207	0.9739
ENST00000348499	ENSG00000160221	0.9077
ENST00000350608	ENSG00000099977	0.6140
ENST00000351071	ENSG00000099290	0.5804
ENST00000351205	ENSG00000172062	0.9556
ENST00000351436	ENSG00000178287	0.5899
ENST00000351581	ENSG00000181625	0.9738
ENST00000352178	ENSG00000160200	0.9714
ENST00000354514	ENSG00000277858	1.0000
ENST00000354649	ENSG00000188152	0.8032
ENST00000354833	ENSG00000172058	0.9645
ENST00000354869	ENSG00000079974	0.5030
ENST00000355057	ENSG00000197238	0.7635
ENST00000355228	ENSG00000188610	0.8223
ENST00000355237	ENSG00000197822	0.5966
ENST00000355432	ENSG00000198223	1.0000
ENST00000355602	ENSG00000198129	1.0000
ENST00000355705	ENSG00000183281	0.9184
ENST00000355805	ENSG00000198223	1.0000
ENST00000355951	ENSG00000198420	0.7565
ENST00000356026	ENSG00000189409	0.8125
ENST00000356156	ENSG00000243716	1.0000
ENST00000356200	ENSG00000008128	0.5062
ENST00000356303	ENSG00000156508	0.6261
ENST00000356521	ENSG00000172785	0.7417
ENST00000356920	ENSG00000188219	0.7004
ENST00000357344	ENSG00000170379	0.8271
ENST00000357367	ENSG00000182330	0.8216
ENST00000357383	ENSG00000104827	0.7834
ENST00000357796	ENSG00000196993	0.9494
ENST00000358087	ENSG00000188219	0.6842
ENST00000358144	ENSG00000106714	0.5341
ENST00000358438	ENSG00000228049	0.9191
ENST00000358604	ENSG00000136682	0.7023
ENST00000358739	ENSG00000196747	0.5313
ENST00000358944	ENSG00000242389	0.9651
ENST00000358993	ENSG00000198573	0.5613
ENST00000359187	ENSG00000175265	0.5569
ENST00000359293	ENSG00000197620	0.5421
ENST00000359342	ENSG00000104818	0.6867
ENST00000359481	ENSG00000125551	0.9665
ENST00000359512	ENSG00000182484	1.0000
ENST00000359548	ENSG00000186281	0.5813
ENST00000359594	ENSG00000196539	0.6155
ENST00000359624	ENSG00000160200	0.9686
ENST00000359758	ENSG00000164871	0.5000
ENST00000359860	ENSG00000172661	0.5914
ENST00000359887	ENSG00000184033	1.0000
ENST00000359893	ENSG00000082153	0.6996
ENST00000359901	ENSG00000196912	0.6182
ENST00000360134	ENSG00000187243	1.0000
ENST00000360135	ENSG00000168781	0.5611
ENST00000360151	ENSG00000183793	0.8137
ENST00000360171	ENSG00000196873	1.0000
ENST00000360260	ENSG00000205457	1.0000
ENST00000360301	ENSG00000168781	0.5797
ENST00000360423	ENSG00000213648	0.9653
ENST00000360495	ENSG00000170160	0.7430
ENST00000360524	ENSG00000170160	0.7461
ENST00000361017	ENSG00000168925	0.5989
ENST00000361046	ENSG00000234414	1.0000
ENST00000361111	ENSG00000164871	0.5880
ENST00000361163	ENSG00000196604	0.6892
ENST00000361227	ENSG00000198840	1.0000
ENST00000361335	ENSG00000212907	1.0000
ENST00000361381	ENSG00000198886	1.0000
ENST00000361390	ENSG00000198888	1.0000
ENST00000361446	ENSG00000236737	1.0000
ENST00000361453	ENSG00000198763	1.0000
ENST00000361567	ENSG00000198786	1.0000
ENST00000361624	ENSG00000198804	1.0000
ENST00000361681	ENSG00000198695	1.0000
ENST00000361739	ENSG00000198712	1.0000
ENST00000361789	ENSG00000198727	1.0000
ENST00000361851	ENSG00000228253	1.0000
ENST00000361899	ENSG00000198899	1.0000
ENST00000361910	ENSG00000198960	0.5902
ENST00000361963	ENSG00000172288	1.0000
ENST00000362074	ENSG00000264343	0.9162
ENST00000362079	ENSG00000198938	1.0000
ENST00000362097	ENSG00000189064	0.8136
ENST00000366813	ENSG00000163041	0.5428
ENST00000366815	ENSG00000163041	0.6841
ENST00000367123	ENSG00000171943	0.7879
ENST00000367128	ENSG00000196550	0.8684
ENST00000367129	ENSG00000196550	0.8299
ENST00000367230	ENSG00000112031	0.6115
ENST00000367231	ENSG00000112031	0.6126
ENST00000367233	ENSG00000112031	0.5862
ENST00000368341	ENSG00000125459	0.6539
ENST00000369158	ENSG00000203811	1.0000
ENST00000369159	ENSG00000288825	1.0000
ENST00000369167	ENSG00000203814	0.6423
ENST00000369168	ENSG00000150337	0.7209
ENST00000369175	ENSG00000263513	1.0000
ENST00000369227	ENSG00000271383	0.8191
ENST00000369347	ENSG00000178104	0.8426
ENST00000369349	ENSG00000178104	0.7366
ENST00000369351	ENSG00000178104	0.7428
ENST00000369354	ENSG00000178104	0.6465
ENST00000369356	ENSG00000178104	0.6484
ENST00000369373	ENSG00000162825	0.9405
ENST00000369390	ENSG00000188610	0.8101
ENST00000369423	ENSG00000124334	1.0000
ENST00000369505	ENSG00000288709	1.0000
ENST00000369929	ENSG00000166160	1.0000
ENST00000369951	ENSG00000102076	0.6095
ENST00000370040	ENSG00000186086	0.9212
ENST00000370079	ENSG00000187733	0.9945
ENST00000370080	ENSG00000174876	0.9989
ENST00000370083	ENSG00000237763	0.9821
ENST00000370293	ENSG00000183305	1.0000
ENST00000370416	ENSG00000171116	0.9643
ENST00000370515	ENSG00000196406	0.6554
ENST00000370518	ENSG00000203926	1.0000
ENST00000370519	ENSG00000198021	1.0000
ENST00000371388	ENSG00000131721	0.8613
ENST00000371402	ENSG00000203989	0.8886
ENST00000372321	ENSG00000188199	0.9783
ENST00000372322	ENSG00000188152	0.7178
ENST00000373519	ENSG00000186288	0.6330
ENST00000373521	ENSG00000184388	0.6402
ENST00000373532	ENSG00000184911	1.0000
ENST00000373533	ENSG00000184911	1.0000
ENST00000374006	ENSG00000204147	0.7864
ENST00000374056	ENSG00000204149	0.5786
ENST00000374094	ENSG00000172650	0.6764
ENST00000374293	ENSG00000242616	0.5137
ENST00000374312	ENSG00000204174	0.8426
ENST00000374321	ENSG00000204176	0.9266
ENST00000374323	ENSG00000204176	0.8802
ENST00000374328	ENSG00000204176	0.9004
ENST00000374362	ENSG00000172661	0.5806
ENST00000374906	ENSG00000147059	0.6361
ENST00000374910	ENSG00000186787	0.6428
ENST00000375534	ENSG00000117122	0.5381
ENST00000375600	ENSG00000204379	1.0000
ENST00000375602	ENSG00000204379	1.0000
ENST00000375613	ENSG00000204382	1.0000
ENST00000375616	ENSG00000204382	1.0000
ENST00000375626	ENSG00000154545	1.0000
ENST00000375650	ENSG00000204388	0.6627
ENST00000375651	ENSG00000204389	0.7087
ENST00000376152	ENSG00000204501	0.7464
ENST00000376189	ENSG00000232423	0.8878
ENST00000376439	ENSG00000144134	0.7287
ENST00000376940	ENSG00000171489	0.9458
ENST00000377342	ENSG00000196873	1.0000
ENST00000377344	ENSG00000196873	1.0000
ENST00000377349	ENSG00000196873	1.0000
ENST00000377384	ENSG00000147996	0.7892
ENST00000377389	ENSG00000147996	0.8854
ENST00000377391	ENSG00000215126	0.7793
ENST00000377392	ENSG00000147996	0.8516
ENST00000377395	ENSG00000147996	0.8941
ENST00000377400	ENSG00000172785	0.7366
ENST00000377413	ENSG00000184659	0.7930
ENST00000377420	ENSG00000204779	0.7855
ENST00000377447	ENSG00000172785	0.6801
ENST00000377561	ENSG00000154529	0.8683
ENST00000377647	ENSG00000204849	0.7523
ENST00000377656	ENSG00000106714	0.6709
ENST00000377659	ENSG00000106714	0.7573
ENST00000377721	ENSG00000239886	0.7154
ENST00000377930	ENSG00000204918	1.0000
ENST00000377931	ENSG00000204919	1.0000
ENST00000378115	ENSG00000213214	0.8122
ENST00000378149	ENSG00000229183	1.0000
ENST00000378626	ENSG00000205076	0.8077
ENST00000378675	ENSG00000189409	0.8258
ENST00000378763	ENSG00000205097	0.7735
ENST00000378856	ENSG00000157423	0.5135
ENST00000379340	ENSG00000168255	0.7929
ENST00000379442	ENSG00000205277	0.5465
ENST00000380148	ENSG00000205456	0.5596
ENST00000380276	ENSG00000160201	0.9553
ENST00000380596	ENSG00000261740	1.0000
ENST00000380707	ENSG00000172062	0.9258
ENST00000380729	ENSG00000183474	0.8648
ENST00000380741	ENSG00000205571	0.9556
ENST00000380742	ENSG00000205571	0.9207
ENST00000380743	ENSG00000205571	0.9258
ENST00000380750	ENSG00000205572	0.9649
ENST00000380751	ENSG00000205572	1.0000
ENST00000380876	ENSG00000205609	0.9712
ENST00000381032	ENSG00000205642	0.6885
ENST00000381059	ENSG00000182583	0.6670
ENST00000381089	ENSG00000169059	0.8000
ENST00000381177	ENSG00000002586	1.0000
ENST00000381180	ENSG00000002586	1.0000
ENST00000381184	ENSG00000002586	1.0000
ENST00000381187	ENSG00000002586	1.0000
ENST00000381192	ENSG00000002586	1.0000
ENST00000381218	ENSG00000214717	1.0000
ENST00000381222	ENSG00000214717	1.0000
ENST00000381223	ENSG00000214717	1.0000
ENST00000381229	ENSG00000196433	1.0000
ENST00000381233	ENSG00000196433	1.0000
ENST00000381241	ENSG00000196433	1.0000
ENST00000381261	ENSG00000197976	1.0000
ENST00000381297	ENSG00000182162	1.0000
ENST00000381317	ENSG00000169093	1.0000
ENST00000381333	ENSG00000169093	1.0000
ENST00000381393	ENSG00000230522	0.8815
ENST00000381394	ENSG00000205718	1.0000
ENST00000381401	ENSG00000169100	1.0000
ENST00000381469	ENSG00000185291	1.0000
ENST00000381474	ENSG00000185164	0.8926
ENST00000381497	ENSG00000183889	1.0000
ENST00000381500	ENSG00000198223	1.0000
ENST00000381509	ENSG00000198223	1.0000
ENST00000381524	ENSG00000198223	1.0000
ENST00000381529	ENSG00000198223	1.0000
ENST00000381567	ENSG00000205755	1.0000
ENST00000381575	ENSG00000185960	1.0000
ENST00000381578	ENSG00000185960	1.0000
ENST00000381625	ENSG00000167393	1.0000
ENST00000381657	ENSG00000182378	1.0000
ENST00000381689	ENSG00000184923	0.8870
ENST00000381697	ENSG00000214562	0.8370
ENST00000381698	ENSG00000216649	1.0000
ENST00000381707	ENSG00000184923	0.9149
ENST00000381722	ENSG00000224902	0.8770
ENST00000381879	ENSG00000168781	0.5761
ENST00000381885	ENSG00000168781	0.5820
ENST00000382287	ENSG00000185894	1.0000
ENST00000382296	ENSG00000205916	1.0000
ENST00000382314	ENSG00000205916	1.0000
ENST00000382365	ENSG00000187191	0.9997
ENST00000382389	ENSG00000172785	0.6757
ENST00000382392	ENSG00000183795	1.0000
ENST00000382393	ENSG00000172785	0.6615
ENST00000382405	ENSG00000147996	0.8809
ENST00000382407	ENSG00000172352	1.0000
ENST00000382432	ENSG00000205916	1.0000
ENST00000382433	ENSG00000205944	0.9834
ENST00000382436	ENSG00000215126	0.7625
ENST00000382440	ENSG00000205944	0.9902
ENST00000382447	ENSG00000172785	0.6857
ENST00000382449	ENSG00000205944	0.9894
ENST00000382575	ENSG00000205989	0.9887
ENST00000382585	ENSG00000183753	1.0000
ENST00000382639	ENSG00000242875	1.0000
ENST00000382653	ENSG00000244395	1.0000
ENST00000382656	ENSG00000206034	0.9906
ENST00000382658	ENSG00000242389	0.9662
ENST00000382659	ENSG00000242389	0.9681
ENST00000382680	ENSG00000244395	1.0000
ENST00000382689	ENSG00000240247	1.0000
ENST00000382692	ENSG00000206047	1.0000
ENST00000382707	ENSG00000234414	0.9802
ENST00000382852	ENSG00000169953	1.0000
ENST00000382856	ENSG00000172468	1.0000
ENST00000382867	ENSG00000129873	0.9643
ENST00000383000	ENSG00000229549	0.8827
ENST00000383005	ENSG00000229549	0.8462
ENST00000383008	ENSG00000233803	1.0000
ENST00000383020	ENSG00000242875	1.0000
ENST00000383042	ENSG00000168757	0.7911
ENST00000389224	ENSG00000140992	0.5621
ENST00000389690	ENSG00000160221	0.9597
ENST00000390665	ENSG00000167393	1.0000
ENST00000391419	ENSG00000212725	0.6392
ENST00000392886	ENSG00000213218	0.6143
ENST00000392963	ENSG00000219481	0.5292
ENST00000393165	ENSG00000144134	0.6163
ENST00000393166	ENSG00000144134	0.6549
ENST00000393283	ENSG00000015568	1.0000
ENST00000393304	ENSG00000172780	0.7262
ENST00000393305	ENSG00000172780	0.7288
ENST00000393307	ENSG00000172780	0.7309
ENST00000393308	ENSG00000172780	0.7326
ENST00000393436	ENSG00000127314	0.5256
ENST00000393465	ENSG00000176681	0.9200
ENST00000393552	ENSG00000157423	0.7561
ENST00000393701	ENSG00000157322	0.8394
ENST00000393985	ENSG00000197620	0.5015
ENST00000394860	ENSG00000188372	0.5172
ENST00000395138	ENSG00000261052	0.9653
ENST00000395244	ENSG00000155428	0.8974
ENST00000395270	ENSG00000196313	0.5279
ENST00000395587	ENSG00000184110	0.9745
ENST00000395593	ENSG00000079974	0.5416
ENST00000395667	ENSG00000241322	0.5514
ENST00000395727	ENSG00000204179	0.6278
ENST00000395893	ENSG00000187607	0.5428
ENST00000396442	ENSG00000197822	0.6214
ENST00000396466	ENSG00000147604	0.5289
ENST00000396923	ENSG00000168781	0.5850
ENST00000397797	ENSG00000206172	0.7063
ENST00000397806	ENSG00000188536	0.6940
ENST00000397827	ENSG00000166664	0.8654
ENST00000398106	ENSG00000204677	0.5949
ENST00000398132	ENSG00000160202	1.0000
ENST00000398133	ENSG00000160202	0.9033
ENST00000398146	ENSG00000185304	0.9549
ENST00000398158	ENSG00000160200	0.9698
ENST00000398165	ENSG00000160200	0.9703
ENST00000398193	ENSG00000187627	0.9792
ENST00000398344	ENSG00000099977	0.5504
ENST00000398379	ENSG00000272391	0.5049
ENST00000398462	ENSG00000164871	0.7241
ENST00000398477	ENSG00000214518	0.6153
ENST00000398578	ENSG00000214558	0.7298
ENST00000398664	ENSG00000205456	0.5341
ENST00000398682	ENSG00000183632	1.0000
ENST00000398729	ENSG00000169059	0.8082
ENST00000398944	ENSG00000205609	0.9725
ENST00000399012	ENSG00000182378	1.0000
ENST00000399273	ENSG00000170160	0.7116
ENST00000399284	ENSG00000180509	0.5751
ENST00000399286	ENSG00000180509	0.7301
ENST00000399289	ENSG00000180509	0.8266
ENST00000399292	ENSG00000205670	1.0000
ENST00000399295	ENSG00000205670	1.0000
ENST00000399299	ENSG00000205670	1.0000
ENST00000399336	ENSG00000103226	0.9248
ENST00000399339	ENSG00000099290	0.6102
ENST00000399494	ENSG00000189403	0.5757
ENST00000400079	ENSG00000232948	1.0000
ENST00000400085	ENSG00000215343	0.9166
ENST00000400120	ENSG00000215356	0.7713
ENST00000400125	ENSG00000178287	0.9888
ENST00000400154	ENSG00000215371	1.0000
ENST00000400377	ENSG00000160223	0.9294
ENST00000400379	ENSG00000160223	0.8372
ENST00000400841	ENSG00000205755	1.0000
ENST00000400889	ENSG00000215784	0.9133
ENST00000401096	ENSG00000008128	0.7044
ENST00000401522	ENSG00000166664	0.8625
ENST00000401885	ENSG00000100031	0.7045
ENST00000402588	ENSG00000099984	0.8218
ENST00000403107	ENSG00000169402	0.9180
ENST00000403683	ENSG00000203852	1.0000
ENST00000403754	ENSG00000099977	1.0000
ENST00000403838	ENSG00000100031	0.7231
ENST00000404077	ENSG00000169402	0.9152
ENST00000404172	ENSG00000133433	0.7949
ENST00000404223	ENSG00000100031	0.6775
ENST00000404249	ENSG00000008128	0.5282
ENST00000404406	ENSG00000155026	0.9161
ENST00000404532	ENSG00000100031	0.6823
ENST00000404920	ENSG00000100031	0.7428
ENST00000405239	ENSG00000188120	1.0000
ENST00000405415	ENSG00000155026	0.9187
ENST00000405679	ENSG00000227488	1.0000
ENST00000407780	ENSG00000160223	0.8973
ENST00000407834	ENSG00000185176	0.5869
ENST00000408999	ENSG00000196862	0.7188
ENST00000409128	ENSG00000152076	0.5526
ENST00000409226	ENSG00000082153	0.5193
ENST00000409310	ENSG00000183281	1.0000
ENST00000409560	ENSG00000183305	1.0000
ENST00000409602	ENSG00000222038	0.8911
ENST00000409750	ENSG00000169629	0.8272
ENST00000409795	ENSG00000183281	0.9265
ENST00000409801	ENSG00000183281	0.8969
ENST00000409875	ENSG00000144134	0.5548
ENST00000409886	ENSG00000153165	0.7594
ENST00000409914	ENSG00000196604	0.6848
ENST00000410005	ENSG00000222018	1.0000
ENST00000410086	ENSG00000125551	0.9368
ENST00000410108	ENSG00000177951	0.5840
ENST00000411750	ENSG00000223572	1.0000
ENST00000411858	ENSG00000146574	0.8354
ENST00000411935	ENSG00000170379	0.8324
ENST00000412097	ENSG00000174748	0.5623
ENST00000412290	ENSG00000198223	1.0000
ENST00000412516	ENSG00000169084	1.0000
ENST00000412531	ENSG00000204149	0.5648
ENST00000412718	ENSG00000214562	0.7979
ENST00000413359	ENSG00000143702	0.7275
ENST00000413453	ENSG00000223572	0.7916
ENST00000413468	ENSG00000015568	1.0000
ENST00000413505	ENSG00000079974	0.9693
ENST00000413545	ENSG00000144134	0.5486
ENST00000413601	ENSG00000256671	1.0000
ENST00000413620	ENSG00000269335	0.7005
ENST00000413999	ENSG00000185176	0.7617
ENST00000414303	ENSG00000243480	0.9097
ENST00000414322	ENSG00000185176	0.8716
ENST00000414771	ENSG00000112031	0.6414
ENST00000414829	ENSG00000169756	0.6856
ENST00000415041	ENSG00000227551	1.0000
ENST00000415044	ENSG00000223572	1.0000
ENST00000415337	ENSG00000182378	1.0000
ENST00000415397	ENSG00000234545	0.5868
ENST00000415464	ENSG00000232423	0.8878
ENST00000415508	ENSG00000205916	1.0000
ENST00000415641	ENSG00000196427	0.7161
ENST00000415833	ENSG00000243716	0.9674
ENST00000415858	ENSG00000230594	1.0000
ENST00000415919	ENSG00000204505	0.7059
