# Genes with >= 50% unmappable exonic bases (k36.Unique.Mappability unique mappability)
# Input: k36.Unique.Mappability.bb
# GTF: gencode.v48.annotation.filtered_pc_withCDS.gtf
# Total genes scored: 20096
# Genes flagged for removal: 729
# gene_id	frac_unmappable
ENSG00000171916	0.6436
ENSG00000171928	0.5739
ENSG00000171943	0.7879
ENSG00000172058	0.9717
ENSG00000172062	0.8881
ENSG00000172236	0.6889
ENSG00000172288	1.0000
ENSG00000172352	1.0000
ENSG00000172468	1.0000
ENSG00000172650	0.6994
ENSG00000172661	0.5820
ENSG00000172780	0.6151
ENSG00000172785	0.6890
ENSG00000173213	0.6146
ENSG00000173678	0.9728
ENSG00000174428	0.8991
ENSG00000174827	0.6283
ENSG00000174876	0.9990
ENSG00000175265	0.5369
ENSG00000175344	0.7191
ENSG00000176269	0.9255
ENSG00000176681	0.8592
ENSG00000176695	0.9738
ENSG00000176782	1.0000
ENSG00000176797	1.0000
ENSG00000176809	0.5928
ENSG00000177023	1.0000
ENSG00000177144	1.0000
ENSG00000177151	0.8316
ENSG00000177243	1.0000
ENSG00000177257	0.8309
ENSG00000177504	0.6196
ENSG00000177693	0.8694
ENSG00000177910	0.5363
ENSG00000178104	0.5625
ENSG00000178115	0.9157
ENSG00000178287	0.7790
ENSG00000178605	1.0000
ENSG00000178809	0.9277
ENSG00000178934	0.8116
ENSG00000179304	1.0000
ENSG00000179412	0.9593
ENSG00000179938	0.8547
ENSG00000180509	0.7572
ENSG00000180658	0.9050
ENSG00000181315	0.7189
ENSG00000181404	0.7302
ENSG00000181625	0.9842
ENSG00000182162	1.0000
ENSG00000182315	0.7747
ENSG00000182330	0.8274
ENSG00000182378	1.0000
ENSG00000182415	0.9709
ENSG00000182484	1.0000
ENSG00000182552	0.5309
ENSG00000182583	0.6670
ENSG00000182783	0.8986
ENSG00000182974	0.6863
ENSG00000183054	0.9872
ENSG00000183246	0.9758
ENSG00000183281	0.9321
ENSG00000183305	1.0000
ENSG00000183310	0.6155
ENSG00000183336	1.0000
ENSG00000183426	0.9203
ENSG00000183474	0.8611
ENSG00000183598	0.5842
ENSG00000183629	0.9362
ENSG00000183632	1.0000
ENSG00000183706	0.7584
ENSG00000183753	1.0000
ENSG00000183793	0.8318
ENSG00000183795	1.0000
ENSG00000183889	0.9675
ENSG00000184033	1.0000
ENSG00000184110	0.9732
ENSG00000184206	0.9201
ENSG00000184388	0.6402
ENSG00000184616	0.8104
ENSG00000184659	0.7930
ENSG00000184911	1.0000
ENSG00000184923	0.8841
ENSG00000184945	0.6087
ENSG00000185040	0.6565
ENSG00000185164	0.8791
ENSG00000185176	0.8120
ENSG00000185291	1.0000
ENSG00000185304	0.9549
ENSG00000185775	0.6542
ENSG00000185829	0.8761
ENSG00000185864	0.9102
ENSG00000185894	1.0000
ENSG00000185897	0.6579
ENSG00000185960	1.0000
ENSG00000185973	0.6760
ENSG00000186063	0.6013
ENSG00000186086	0.6421
ENSG00000186092	0.8537
ENSG00000186281	0.6295
ENSG00000186288	0.6330
ENSG00000186399	0.9248
ENSG00000186523	0.7762
ENSG00000186562	0.9096
ENSG00000186572	1.0000
ENSG00000186579	1.0000
ENSG00000186599	1.0000
ENSG00000186645	0.8807
ENSG00000186787	0.5382
ENSG00000186788	0.7237
ENSG00000187082	1.0000
ENSG00000187191	0.9997
ENSG00000187243	1.0000
ENSG00000187272	0.6054
ENSG00000187537	0.8577
ENSG00000187545	0.7285
ENSG00000187559	0.9387
ENSG00000187627	0.9542
ENSG00000187733	0.9957
ENSG00000188076	0.6092
ENSG00000188092	0.7348
ENSG00000188120	1.0000
ENSG00000188152	0.8025
ENSG00000188199	0.9325
ENSG00000188219	0.6704
ENSG00000188234	0.8990
ENSG00000188536	0.5887
ENSG00000188610	0.7995
ENSG00000188626	0.8059
ENSG00000189052	0.7913
ENSG00000189064	0.8136
ENSG00000189090	0.9318
ENSG00000189152	1.0000
ENSG00000189253	0.8064
ENSG00000189357	0.8856
ENSG00000189409	0.8469
ENSG00000196240	0.7674
ENSG00000196275	0.8356
ENSG00000196313	0.5094
ENSG00000196369	0.9122
ENSG00000196406	0.6554
ENSG00000196427	0.7237
ENSG00000196433	1.0000
ENSG00000196436	0.5982
ENSG00000196539	0.6155
ENSG00000196550	0.8413
ENSG00000196589	0.7277
ENSG00000196604	0.6992
ENSG00000196747	0.5313
ENSG00000196834	0.8073
ENSG00000196862	0.7188
ENSG00000196873	0.9706
ENSG00000196912	0.7209
ENSG00000196993	0.9514
ENSG00000197021	0.5323
ENSG00000197238	0.7635
ENSG00000197253	0.5748
ENSG00000197976	1.0000
ENSG00000197978	0.6906
ENSG00000198021	1.0000
ENSG00000198062	0.7676
ENSG00000198064	0.9735
ENSG00000198129	1.0000
ENSG00000198156	0.8656
ENSG00000198223	1.0000
ENSG00000198420	0.6867
ENSG00000198573	0.5613
ENSG00000198695	1.0000
ENSG00000198712	1.0000
ENSG00000198727	1.0000
ENSG00000198754	0.6807
ENSG00000198763	1.0000
ENSG00000198786	1.0000
ENSG00000198804	1.0000
ENSG00000198840	1.0000
ENSG00000198886	1.0000
ENSG00000198888	1.0000
ENSG00000198899	1.0000
ENSG00000198938	1.0000
ENSG00000198960	0.5630
ENSG00000203661	0.9038
ENSG00000203811	1.0000
ENSG00000203814	0.7666
ENSG00000203852	1.0000
ENSG00000203926	1.0000
ENSG00000203989	0.8886
ENSG00000204147	0.5354
ENSG00000204149	0.6006
ENSG00000204172	0.7151
ENSG00000204174	0.8426
ENSG00000204176	0.8871
ENSG00000204379	1.0000
ENSG00000204382	1.0000
ENSG00000204388	0.6627
ENSG00000204389	0.6937
ENSG00000204449	0.7975
ENSG00000204450	0.7846
ENSG00000204481	0.5384
ENSG00000204501	0.7464
ENSG00000204505	0.7059
ENSG00000204510	0.8533
ENSG00000204779	0.7855
ENSG00000204849	0.7523
ENSG00000204918	1.0000
ENSG00000204919	1.0000
ENSG00000205076	0.8846
ENSG00000205097	0.7738
ENSG00000205236	0.9585
ENSG00000205238	0.9991
ENSG00000205277	0.5446
ENSG00000205456	0.5802
ENSG00000205457	1.0000
ENSG00000205482	0.6406
ENSG00000205571	0.8948
ENSG00000205572	0.9712
ENSG00000205609	0.9725
ENSG00000205642	0.6885
ENSG00000205670	1.0000
ENSG00000205718	1.0000
ENSG00000205755	1.0000
ENSG00000205916	1.0000
ENSG00000205944	0.9904
ENSG00000205989	0.9887
ENSG00000206034	0.9906
ENSG00000206047	1.0000
ENSG00000206127	0.9815
ENSG00000206140	0.8744
ENSG00000206172	0.7019
ENSG00000212725	0.6392
ENSG00000212807	0.8017
ENSG00000212907	1.0000
ENSG00000213030	0.7892
ENSG00000213214	0.8094
ENSG00000213218	0.5243
ENSG00000213648	0.9680
ENSG00000213934	0.5043
ENSG00000214300	0.5278
ENSG00000214518	0.6153
ENSG00000214558	0.7298
ENSG00000214562	0.8285
ENSG00000214717	1.0000
ENSG00000214940	1.0000
ENSG00000214967	1.0000
ENSG00000215029	0.9548
ENSG00000215113	1.0000
ENSG00000215115	1.0000
ENSG00000215126	0.8407
ENSG00000215156	0.5177
ENSG00000215186	0.8022
ENSG00000215252	0.5683
ENSG00000215269	1.0000
ENSG00000215343	0.9166
ENSG00000215354	0.9384
ENSG00000215356	0.7713
ENSG00000215371	1.0000
ENSG00000215373	1.0000
ENSG00000215784	0.9133
ENSG00000215817	0.6746
ENSG00000216649	1.0000
ENSG00000221970	0.8169
ENSG00000222018	1.0000
ENSG00000222036	0.9284
ENSG00000222038	0.8911
ENSG00000223417	0.7332
ENSG00000223510	0.5918
ENSG00000223569	0.8688
ENSG00000223572	0.8430
ENSG00000223591	1.0000
ENSG00000223638	0.6594
ENSG00000223885	1.0000
ENSG00000224089	1.0000
ENSG00000224107	0.8000
ENSG00000224389	0.9191
ENSG00000224440	1.0000
ENSG00000224659	0.7504
ENSG00000224712	0.9787
ENSG00000224807	0.6481
ENSG00000224902	0.8770
ENSG00000225327	0.9159
ENSG00000225396	0.9244
ENSG00000225899	0.7582
ENSG00000226023	0.9461
ENSG00000226600	1.0000
ENSG00000226685	1.0000
ENSG00000226929	0.9892
ENSG00000226941	0.9651
ENSG00000227140	0.9561
ENSG00000227151	1.0000
ENSG00000227488	1.0000
ENSG00000227551	1.0000
ENSG00000227717	0.9706
ENSG00000228049	0.9204
ENSG00000228253	1.0000
ENSG00000228278	0.5375
ENSG00000228372	0.7756
ENSG00000228517	1.0000
ENSG00000228570	0.7454
ENSG00000228696	0.6567
ENSG00000228716	0.5137
ENSG00000228836	1.0000
ENSG00000228856	1.0000
ENSG00000228927	0.9403
ENSG00000229183	1.0000
ENSG00000229292	0.6613
ENSG00000229314	0.5406
ENSG00000229549	0.8805
ENSG00000229571	0.9745
ENSG00000229579	1.0000
ENSG00000229665	1.0000
ENSG00000229859	0.8838
ENSG00000230031	1.0000
ENSG00000230045	1.0000
ENSG00000230178	1.0000
ENSG00000230246	0.5041
ENSG00000230347	1.0000
ENSG00000230358	0.6896
ENSG00000230430	1.0000
ENSG00000230522	0.8815
ENSG00000230549	0.8192
ENSG00000230594	1.0000
ENSG00000231051	1.0000
ENSG00000231637	1.0000
ENSG00000231852	0.5157
ENSG00000232264	1.0000
ENSG00000232399	0.9561
ENSG00000232423	0.8918
ENSG00000232653	0.8403
ENSG00000232948	1.0000
ENSG00000233024	0.9966
ENSG00000233050	1.0000
ENSG00000233115	0.9168
ENSG00000233132	1.0000
ENSG00000233136	1.0000
ENSG00000233232	0.6902
ENSG00000233381	0.5517
ENSG00000233802	0.9800
ENSG00000233803	1.0000
ENSG00000233816	0.7012
ENSG00000233917	0.9617
ENSG00000234278	1.0000
ENSG00000234289	1.0000
ENSG00000234414	0.9802
ENSG00000235699	1.0000
ENSG00000235780	1.0000
ENSG00000235961	0.6506
ENSG00000236125	0.9598
ENSG00000236126	1.0000
ENSG00000236334	0.6040
ENSG00000236362	1.0000
ENSG00000236371	1.0000
ENSG00000236424	0.9522
ENSG00000236637	0.5010
ENSG00000236737	1.0000
ENSG00000236761	0.7245
ENSG00000237038	0.7445
ENSG00000237247	0.8946
ENSG00000237289	0.6278
ENSG00000237378	0.8273
ENSG00000237671	1.0000
ENSG00000237700	0.6693
ENSG00000237763	0.9825
ENSG00000237850	0.9503
ENSG00000237957	1.0000
ENSG00000238074	1.0000
ENSG00000238083	0.9084
ENSG00000238210	0.7849
ENSG00000239810	0.5127
ENSG00000239839	0.7733
ENSG00000239886	0.7154
ENSG00000240247	1.0000
ENSG00000241476	1.0000
ENSG00000241945	0.8681
ENSG00000242362	1.0000
ENSG00000242389	0.9684
ENSG00000242616	0.5137
ENSG00000242866	0.8128
ENSG00000242875	1.0000
ENSG00000243073	0.6071
ENSG00000243480	0.9097
ENSG00000243627	1.0000
ENSG00000243716	0.9804
ENSG00000243896	0.8629
ENSG00000244395	1.0000
ENSG00000244682	0.6383
ENSG00000244731	0.9191
ENSG00000248333	0.5390
ENSG00000248920	1.0000
ENSG00000248933	1.0000
ENSG00000249104	1.0000
ENSG00000249437	0.8882
ENSG00000249811	1.0000
ENSG00000249931	0.9370
ENSG00000250138	0.8854
ENSG00000250745	1.0000
ENSG00000250844	0.9705
ENSG00000250913	0.8730
ENSG00000251158	0.9838
ENSG00000254206	0.7465
ENSG00000254229	0.7111
ENSG00000254852	1.0000
ENSG00000254866	0.5189
ENSG00000255009	0.7606
ENSG00000255192	0.6352
ENSG00000255251	1.0000
ENSG00000255378	1.0000
ENSG00000255524	0.7937
ENSG00000256671	1.0000
ENSG00000256977	1.0000
ENSG00000257115	0.7615
ENSG00000257207	0.9622
ENSG00000258453	0.8281
ENSG00000258992	0.9070
ENSG00000260097	0.7705
ENSG00000260287	1.0000
ENSG00000260596	0.8327
ENSG00000260691	0.8783
ENSG00000261052	0.9695
ENSG00000261247	0.9416
ENSG00000261509	1.0000
ENSG00000261739	0.6221
ENSG00000261740	0.9795
ENSG00000261794	0.7754
ENSG00000261796	0.6294
ENSG00000262461	1.0000
ENSG00000262628	0.5772
ENSG00000263001	0.5453
ENSG00000263353	0.6553
ENSG00000263513	0.9148
ENSG00000263956	0.7233
ENSG00000264230	0.8493
ENSG00000264343	0.9168
ENSG00000264717	0.8431
ENSG00000265190	0.7408
ENSG00000265808	0.6016
ENSG00000266302	0.6324
ENSG00000266338	0.6645
ENSG00000267335	0.5127
ENSG00000267368	0.8040
ENSG00000267645	0.7985
ENSG00000267978	0.9273
ENSG00000268009	0.9870
ENSG00000268043	0.6922
ENSG00000268221	0.9650
ENSG00000268235	0.9194
ENSG00000268320	0.6092
ENSG00000268350	0.7362
ENSG00000268447	0.9541
ENSG00000268606	1.0000
ENSG00000268651	1.0000
ENSG00000268738	0.9644
ENSG00000268902	0.9614
ENSG00000268916	0.8791
ENSG00000268940	0.8648
ENSG00000268994	1.0000
ENSG00000269096	0.9400
ENSG00000269226	0.9624
ENSG00000269335	0.5835
ENSG00000269405	0.9863
ENSG00000269433	1.0000
ENSG00000269437	0.9871
ENSG00000269502	1.0000
ENSG00000269586	0.5108
ENSG00000269713	0.7435
ENSG00000269791	0.9867
ENSG00000270231	0.7306
ENSG00000270249	0.9232
ENSG00000270276	1.0000
ENSG00000270339	0.6789
ENSG00000270601	0.8296
ENSG00000270629	0.9141
ENSG00000270882	1.0000
ENSG00000270946	1.0000
ENSG00000271079	0.9602
ENSG00000271321	0.9015
ENSG00000271383	0.9324
ENSG00000271425	0.9252
ENSG00000271449	1.0000
ENSG00000271567	1.0000
ENSG00000272391	0.5623
ENSG00000273136	0.7714
ENSG00000273213	0.7073
ENSG00000273513	1.0000
ENSG00000273514	0.9239
ENSG00000273520	1.0000
ENSG00000273696	1.0000
ENSG00000273756	1.0000
ENSG00000273976	0.9733
ENSG00000274102	0.6780
ENSG00000274183	0.8807
ENSG00000274226	0.9928
ENSG00000274252	0.9163
ENSG00000274274	0.9037
ENSG00000274349	0.6065
ENSG00000274419	1.0000
ENSG00000274512	0.9678
ENSG00000274570	0.9394
ENSG00000274600	0.9878
ENSG00000274611	1.0000
ENSG00000274764	0.7504
ENSG00000274808	0.7862
ENSG00000274933	0.9449
ENSG00000275034	1.0000
ENSG00000275113	1.0000
ENSG00000275520	1.0000
ENSG00000275793	0.8701
ENSG00000275954	0.9279
ENSG00000275969	0.9290
ENSG00000275976	1.0000
ENSG00000276040	0.9569
ENSG00000276368	0.5525
ENSG00000276430	1.0000
ENSG00000276581	0.9834
ENSG00000277058	0.9362
ENSG00000277150	1.0000
ENSG00000277322	0.8029
ENSG00000277745	1.0000
ENSG00000277758	0.8330
ENSG00000277858	1.0000
ENSG00000277865	0.8584
ENSG00000278057	0.8948
ENSG00000278085	1.0000
ENSG00000278289	0.9541
ENSG00000278299	0.9667
ENSG00000278522	0.7213
ENSG00000278558	0.8928
ENSG00000278599	0.9289
ENSG00000278646	1.0000
ENSG00000278662	0.7152
ENSG00000278803	0.9195
ENSG00000278848	1.0000
ENSG00000279169	0.8939
ENSG00000279408	0.7884
ENSG00000279782	1.0000
ENSG00000279804	0.5393
ENSG00000280267	0.9412
ENSG00000280709	0.8119
ENSG00000283093	1.0000
ENSG00000283378	0.9595
ENSG00000283463	0.7500
ENSG00000283528	1.0000
ENSG00000283594	0.9719
ENSG00000283697	0.7508
ENSG00000283809	0.5309
ENSG00000283873	0.9846
ENSG00000283967	0.7655
ENSG00000283988	0.9146
ENSG00000284018	0.8553
ENSG00000284042	0.8827
ENSG00000284209	0.9806
ENSG00000284234	1.0000
ENSG00000284283	0.8827
ENSG00000284306	0.7026
ENSG00000284337	0.9828
ENSG00000284356	1.0000
ENSG00000284438	0.7875
ENSG00000284439	0.7655
ENSG00000284465	1.0000
ENSG00000284546	0.6251
ENSG00000284662	1.0000
ENSG00000284733	1.0000
ENSG00000284772	0.9151
ENSG00000284800	0.9692
ENSG00000284931	0.5499
ENSG00000284981	0.7607
ENSG00000285437	0.9185
ENSG00000285472	0.7743
ENSG00000285566	0.9149
ENSG00000285607	0.9498
ENSG00000285620	1.0000
ENSG00000285657	1.0000
ENSG00000285687	0.5140
ENSG00000285720	1.0000
ENSG00000285765	1.0000
ENSG00000285814	0.9498
ENSG00000285913	1.0000
ENSG00000285937	0.9025
ENSG00000285950	0.8996
ENSG00000285975	1.0000
ENSG00000286014	1.0000
ENSG00000286019	0.8637
ENSG00000286038	0.9737
ENSG00000286102	0.5808
ENSG00000286106	0.5447
ENSG00000286137	1.0000
ENSG00000286175	0.7310
ENSG00000286185	0.9309
ENSG00000286219	0.8158
ENSG00000287839	0.8277
ENSG00000288709	1.0000
ENSG00000288722	0.9180
ENSG00000288784	0.9847
ENSG00000288825	1.0000
ENSG00000288859	1.0000
ENSG00000288867	0.9079
ENSG00000289346	0.7370
ENSG00000289549	0.9079
ENSG00000289604	1.0000
ENSG00000289731	0.5585
ENSG00000292327	1.0000
ENSG00000292332	1.0000
ENSG00000292333	1.0000
ENSG00000292334	1.0000
ENSG00000292336	1.0000
ENSG00000292338	1.0000
ENSG00000292339	1.0000
ENSG00000292343	1.0000
ENSG00000292344	1.0000
ENSG00000292345	1.0000
ENSG00000292348	1.0000
ENSG00000292354	1.0000
ENSG00000292357	1.0000
ENSG00000292358	1.0000
ENSG00000292363	1.0000
ENSG00000292366	1.0000
ENSG00000292372	1.0000
ENSG00000292373	1.0000
ENSG00000293661	0.7552
ENSG00000293689	0.6796
ENSG00000293691	0.8567
